,Unnamed: 0.1,Unnamed: 0,GalaxyID,n_r,pa_r,q_r,re_r,mag_r,flag_r,MassType_Star,MassType_Gas,MassType_DM,MassType_BH,BlackHoleMass,InitialMassWeightedStellarAge,StarFormationRate,xc_centroid,yc_centroid,ellipticity_centroid,elongation_centroid,orientation_centroid,xc_asymmetry,yc_asymmetry,ellipticity_asymmetry,elongation_asymmetry,orientation_asymmetry,flux_circ,flux_ellip,rpetro_circ,rpetro_ellip,rmax_circ,rmax_ellip,rhalf_circ,rhalf_ellip,r20,r80,gini,m20,gini_m20_bulge,sn_per_pixel,concentration,asymmetry,smoothness,multimode,intensity,deviation,outer_asymmetry,shape_asymmetry,sersic_amplitude,sersic_rhalf,sersic_n,sersic_xc,sersic_yc,sersic_ellip,sersic_theta,sky_mean,sky_median,sky_sigma,xmin_stamp,ymin_stamp,xmax_stamp,ymax_stamp,nx_stamp,ny_stamp,flag,flag_sersic,DiscToTotal
614,614,620.0,8511298.0,1.7931,-83.3038,0.4259,12.553,17.4795,0.0,20656431100.0,195428106000.0,2305433530000.0,42448792.0,12628594.0,5.5236497,2.4426475,167.85314728677216,167.9540430483598,0.0910305306343118,1.1001469616992046,0.8090883199284972,167.35794386326612,167.83931465741085,0.0910529737484667,1.10017412579473,0.8086975464334409,0.5411099349783723,0.5411001722471782,99.93387583213944,103.5699780782935,156.886107660185,164.59005224958895,44.65364781102546,46.91467639111947,13.09893603435399,77.86892948815581,0.497796501008031,-2.332600115669224,0.1205845601485258,0.0360863343143038,3.870640914287226,0.3043191936461923,0.063491792619131,0.0565223644470012,0.0761581085909073,0.0187588763496533,0.3938019932996868,0.0327861448470433,1.974108985552421e-05,47.41002606054376,0.4817119271824143,167.17433579826476,169.8951645800302,0.0334222067240866,0.8399785669577914,-1.4908961039802855e-09,-1.4058207805177435e-09,1.9197218098015242e-07,0.0,0.0,335.0,335.0,336.0,336.0,0.0,1.0,0.4628142697610331
615,615,621.0,8515381.0,1.1917,14.8812,0.2993,12.096,18.2755,0.0,13944241200.0,7665496600.0,224411222000.0,16442735.0,2195848.2,6.2072363,1.2370676,170.15313714493166,167.28723789501933,0.2397070122994341,1.315282418984825,1.13525926436203,168.17697359579023,167.1989239032807,0.238878834845,1.3138512575673191,1.1334057629592098,0.3271534405502256,0.3271449996158677,103.82006573355328,118.63701637823982,168.5632771269198,197.79165839231257,40.12988137065945,46.31271930759917,16.245431085231086,78.57244396372246,0.5596840890271381,-2.0751111952090344,0.2484882989641947,0.0262705631835893,3.422695108646007,0.328643505543956,0.0641384244735038,0.0362116991643454,0.0686324265490703,0.0397453207923964,0.4816420654437564,0.0721879684328741,2.219597876465341e-05,33.8490040662067,0.9302462936327968,168.21594553390986,166.909838691301,0.1320008909711866,1.5654764578109983,-9.013968329040675e-10,-8.499602325113954e-10,1.1606651562051697e-07,0.0,0.0,335.0,335.0,336.0,336.0,0.0,0.0,0.7260786739353371
616,616,622.0,8516462.0,2.6922,-7.708,0.6594,12.812,17.7835,0.0,10556302300.0,13342004200.0,234009330000.0,7287155.0,2944739.5,5.27367,1.4422243,170.40701312614593,164.8388180864421,0.0903883303560044,1.099370240480073,-0.8589174091317764,167.68267308306983,166.71288298465407,0.0926533752233264,1.10211464140965,-0.8509114400695673,0.3076185551176161,0.3076153367412258,111.79679348617434,116.9740824444231,163.36837779983043,170.5275521996393,42.44178392272601,44.717351052457424,13.49525723226583,81.99930409960444,0.5717469193641866,-2.2389758065685084,0.4217574848046999,0.0234330085425109,3.918144998285107,0.352641941527605,0.0891045295654319,0.0959956116291826,0.0708480081952021,0.049787121061228,0.5197471944288051,0.0358704614476378,2.0822505625473387e-05,29.785613588639404,1.163651259301,167.4342556066588,167.88718405162817,0.0780527213038421,1.5750465810220553,-6.336444118235378e-11,-2.0589503750841064e-09,1.1035776899201293e-07,0.0,0.0,335.0,335.0,336.0,336.0,0.0,0.0,0.4034463314589647
617,617,623.0,8517166.0,1.6012,18.0948,0.4312,12.908,17.7122,0.0,12967608300.0,17749549100.0,271790932000.0,14487082.0,1586266.6,4.9177547,1.7999959,163.45606498839555,163.16110117446297,0.0607626181726768,1.064693568791375,0.4307732545582566,167.84947497771736,167.2923638631268,0.0685409323869368,1.0735844813477189,0.4770363508085489,0.4159685814865502,0.4159611923580319,105.00646080026098,107.76173830472044,169.0992747722093,171.99512910079372,43.28481288305844,44.76801923492945,15.487799314199076,77.77968292960932,0.5429525346751236,-2.0618591511297373,0.1564834383747699,0.0294068734061565,3.5043822792459087,0.3457244888166106,0.0683597009798605,0.1231130493123113,0.1140639299404594,0.0543535637389508,0.5330433322261994,0.0430395239307837,2.257156452365654e-05,35.899872076570226,0.828498712014512,167.15680771848196,167.0885848613105,0.0296265535271075,1.7655148554025044,-8.56830563286015e-11,-2.784166603133516e-09,1.4922866453803426e-07,0.0,0.0,335.0,335.0,336.0,336.0,0.0,0.0,0.5555724877606423
618,618,624.0,8518413.0,2.8075,-59.1249,0.2835,21.636,17.7698,0.0,16785227800.0,21392224300.0,620153340000.0,11180954.0,1219208.5,6.7165265,1.2988389,164.79214698111318,167.60152513722278,0.1298027699212567,1.1491647702780103,-0.948181039820312,168.2159056790964,168.28117412884154,0.1278192024421184,1.1465512687277843,-0.9403393394767774,0.3212529945592924,0.3212529871768501,128.3531108059156,136.26571867534705,168.34682570457994,192.06912513459707,50.46521148967106,54.25104865071312,13.389397458787462,101.9348482341377,0.5218983342018518,-2.508937213319829,0.3620902431298081,0.0216947681932448,4.407808235248148,0.3269345240082313,0.0803677108532447,0.1401004493787999,0.0422453318285813,0.0328137900241238,0.519818385654928,0.0241100657674631,2.0670627355009173e-05,27.030943467001496,1.491256629214985,168.08564945796545,168.1473865357953,0.0543220349674385,2.2822822975140484,-8.85178573892566e-10,-8.346674394848945e-10,1.1397820474102189e-07,0.0,0.0,335.0,335.0,336.0,336.0,0.0,0.0,0.6514483162274023
619,619,625.0,8520476.0,1.5468,47.1652,0.7858,8.03,17.5785,0.0,15522751500.0,98454569000.0,1202292390000.0,15001432.0,2685275.5,5.362747,1.7667421,165.11795225829022,166.47060950446263,0.0568284504171343,1.0602525070251194,1.1083520542167882,166.87809598611466,167.2748321593342,0.0572910418344505,1.0607727775770108,1.0850401628298982,0.417335587099103,0.4173682397614655,61.92764570230519,63.88409540673224,134.58945215107107,135.1267410454242,28.25364896040791,29.05179853249629,11.118930995854685,47.51230640084048,0.4976058642174652,-1.971493942944236,-0.1306056696631916,0.0504575608341358,3.1537153899144044,0.3383567312185554,0.0398290145524521,0.1027550260610573,0.1085265130813007,0.0188472181101684,0.4917900250312285,0.249278104219733,5.281103076648999e-05,25.912079299987827,0.7532277802650691,166.9130544473026,166.99258359962977,0.0762808585545782,0.8199727477204064,-8.46887077328666e-09,-1.0227570715118968e-08,1.4654545944455504e-07,8.0,0.0,321.0,312.0,314.0,313.0,0.0,0.0,0.580071791918069
620,620,626.0,8521783.0,1.9071,29.5194,0.7048,8.276,17.9862,0.0,13366027300.0,4616010200.0,208831283000.0,20526212.0,2261760.0,6.029016,1.2197562,165.5271129983203,167.32595355814954,0.0316342473138751,1.0326676642850343,0.1779740697986193,167.82858563101456,167.62678329104352,0.034664327348782,1.0359090918639515,0.1735594126898216,0.3097021918082846,0.30969087065885,69.3397444635989,70.32198608383193,148.70580021403,151.95134388209587,28.312317937811333,28.799585370616143,9.96911719922928,55.1439985437537,0.514842995990528,-2.074050961314393,0.0257901463439882,0.0383682247493896,3.714207761616435,0.2599396838900265,0.039086412353495,0.1047619047619047,0.0463432780179309,0.0285582568725879,0.3523286708517704,0.1284557397688771,3.695473136605414e-05,22.348879690372204,1.2645721245537938,167.51948276609056,168.1559939007082,-0.0504597782321971,1.064053605132944,-5.153201524674346e-10,6.397979724217738e-10,1.10332495066393e-07,0.0,1.0,335.0,335.0,336.0,335.0,0.0,0.0,0.4987435647803167
621,621,627.0,8523300.0,1.4934,-76.666,0.4747,10.545,17.6217,0.0,26090192900.0,219366621000.0,2527091490000.0,71463568.0,10164266.0,6.1618867,1.6318318,167.27207378780406,163.48965573125002,0.0789531142022914,1.085721058742749,-0.9933557322948589,167.3821413402541,166.75035041533582,0.0800902630993461,1.0870631757515528,-1.017879703918269,0.4721688221838897,0.4721739468993457,80.86407521811401,84.66348073251744,152.95225187047268,163.9505633211621,38.72770001118371,40.31789939763332,15.014572667592724,64.42899156815494,0.4824556585478892,-1.97895872071698,-0.2004260967310811,0.0410212991078,3.162841788578921,0.2927011138655691,0.0417171679434134,0.0901734104046242,0.1570824804484141,0.0445321777155388,0.3626130482775158,0.0454273983546764,2.9615518855754683e-05,37.75893248972208,0.7544894070076772,167.34128634993854,164.95573165684235,0.1081364250926315,2.3542873469086008,-1.3010302248896079e-09,-1.226789258720652e-09,1.6752449022192802e-07,0.0,0.0,335.0,335.0,336.0,336.0,0.0,0.0,0.7831237711257201
622,622,628.0,8524813.0,1.4728,55.3607,0.7413,9.899,17.8378,0.0,10956826600.0,6579355100.0,65199190000.0,3616195.0,349589.47,5.6945,2.0083354,165.88458624663826,172.37516519864263,0.0914741160211795,1.10068410557614,-0.3183842999278565,168.23814912286912,169.71340945666168,0.093769802352064,1.103472387695133,-0.3449218393505698,0.3381302184226467,0.3381090463040072,83.97587625689468,87.42875816561188,122.93492991896495,127.56839782559554,36.78778812617473,38.58010529531951,15.300620829992445,61.59298015692974,0.5080499031077567,-1.7771192713400332,-0.2136093245779617,0.0343744290912699,3.0241108245962733,0.4621308875505058,0.0763849834330223,0.0377723970944309,0.2080194737820738,0.0738922567427232,0.6233496808210217,0.1381597996483858,2.471454835244169e-05,34.740248272225315,0.5889118486963743,167.5603023627611,172.28573261314008,0.102867717618697,2.640925077954702,8.332891143316976e-09,7.678322420725802e-09,1.1942896204521848e-07,0.0,0.0,335.0,335.0,336.0,336.0,0.0,0.0,0.7646935655409461
624,624,630.0,8528293.0,2.2362,-41.5521,0.539,2.093,18.0507,0.0,17548636200.0,7256081900.0,573384430000.0,13659408.0,6395911.0,5.670798,0.01646776,167.3993050091823,167.5786393696293,0.0610471357896411,1.0650161878370548,-0.3490198717445396,167.31908692061654,167.6442226926061,0.0610718784638384,1.0650442531893922,-0.3492004955296754,0.2733809406369365,0.2734328729676316,16.168806797173698,16.710539116500925,61.8141335249274,62.41132098613302,8.417102168413162,8.676857203345778,3.685671634296675,13.241871840283604,0.5059601827658541,-1.751181335840954,-0.2419284295712414,0.1472631808100254,2.77716370039264,0.0574988170860271,0.040532831165498,0.0,0.0,0.0584689897954324,0.0932398386409569,0.1135837458021451,0.0002397816351918,9.257912823164574,1.5576735985757302,167.34803606435938,167.60390666635976,0.0474059033058626,3.123584315181907,8.697537580637903e-09,1.0040675240366417e-08,1.0367704611955244e-07,46.0,45.0,289.0,288.0,244.0,244.0,0.0,0.0,0.2822531169865656
625,625,631.0,8530809.0,1.4204,0.2093,0.6493,10.241,17.1095,0.0,31707203600.0,49523474000.0,997969300000.0,44453048.0,6627454.0,5.67867,3.0013828,163.89408521617898,166.9416217437445,0.0528098061108328,1.0557541731866915,-1.411102319906114,167.22634022174856,167.72373342910072,0.048487112249446,1.0509579143631709,-1.4172906957046243,0.7124079856122028,0.7124193652334507,89.99707835020737,91.51591842738245,152.71001498029827,157.90531863184472,40.53735953623279,41.55562430139517,15.20458897560934,70.19837603118125,0.495192388159314,-2.040819934696199,-0.0945094638669297,0.0460275040446979,3.321761904439196,0.2841510643394704,0.0493685056861842,0.1206723532363271,0.0832500516597265,0.0247701667735232,0.4288395602118891,0.0846825480809476,4.534430379188693e-05,34.84752622949429,0.8175323177585724,167.13441839192654,167.08550255207163,0.0421075459502984,1.976067932477748,-1.4673845616265578e-10,-4.768087490677613e-09,2.5556492482652084e-07,0.0,0.0,335.0,335.0,336.0,336.0,0.0,0.0,0.6643501129054932
626,626,632.0,8534330.0,1.8865,-67.9847,0.6237,5.569,18.7136,0.0,10402885600.0,1750924800.0,368460235000.0,9111245.0,1732490.6,7.4271135,0.33034074,167.08913812368644,168.224536159433,0.0244278082920227,1.0250394676064474,0.4536438914244012,167.5357991886668,168.66004219164893,0.0246987977964658,1.0253242769932642,0.4578794004177107,0.1544129488907438,0.1544344717745409,52.91994345498839,53.67564226813178,125.38286715135833,125.85880382807422,20.99862664719987,21.282082961153023,7.629802818682164,41.17081716272566,0.5527349217846543,-2.1518948744652446,0.2673010108384535,0.0340370788013918,3.6603808631212456,0.1575265105178176,0.0125871359332865,0.0098140495867768,0.0478389230110673,0.0379605471824968,0.201191150659497,0.1384116752472549,2.8952704071040727e-05,19.128434135545845,1.36516515793543,167.34214258437285,168.6504578197776,0.0287872436997399,2.186746537867895,-2.582647606375206e-10,3.2064973475750676e-10,5.5295713339414194e-08,0.0,1.0,330.0,332.0,331.0,332.0,0.0,0.0,0.4832611261833178
627,627,633.0,8536493.0,0.8496,10.7643,0.4176,6.717,17.7006,0.0,26131810300.0,8695260200.0,419475587000.0,15085543.0,7098345.5,5.7121644,2.6512349,167.75347916804165,169.48240639839716,0.0158757211060956,1.0161318254681604,-0.0913687916815547,167.21437001829557,168.33632297558887,0.0145235581682501,1.0147376005673503,-0.0515843365716026,0.5762435269628443,0.5762220399698595,46.30947904316065,46.62221433899373,108.59549219109464,109.74139096335692,22.13790947414131,22.302778435441773,10.135888753451043,36.48956829740141,0.4665089311434538,-1.8134529575275344,-0.3940578912733219,0.0798986699169073,2.781534450121036,0.1700676028246087,0.0174475347749294,0.022583559168925,0.05182696848781,0.0450579954980195,0.232222767721005,0.1219926300531458,0.000110165864748,21.52583682907829,0.8484929293169244,167.23138307093345,169.0982762078079,0.0267500331498112,2.8445057152627813,2.354908088979975e-09,1.215949244628366e-09,1.9759360829350213e-07,29.0,33.0,310.0,314.0,282.0,282.0,0.0,0.0,0.7087265115467491
628,628,634.0,8537899.0,0.6644,54.8561,0.9351,4.952,17.3243,0.0,32269981700.0,70227542000.0,1183803900000.0,24284802.0,11559986.0,6.07055,2.4338844,166.75640949180186,168.1461843383799,0.0166992848604167,1.0169828869269624,-1.3001806027626563,166.89039165912652,167.66252352258863,0.0169813458707281,1.017274693414409,-1.300186998934497,0.598373499783407,0.5984055139490084,38.57491599914066,38.93013097277352,115.32669108754828,116.27597548432357,20.65287447336572,20.823789843002203,10.610491622368697,31.24405418740481,0.4292509105594292,-1.607068160758125,-0.7215097573254443,0.0970134289987981,2.345159377723578,0.164843267317556,0.019210536484068,0.0342789598108747,0.2596101106635637,0.0622816939479178,0.1850985897662414,0.2133829388920817,0.0001269149507318,20.333321185267696,0.8566810591749439,166.9508763812496,167.63503964694928,0.0116071591835929,2.395277300649953,-1.297015429639555e-09,-3.708774597116305e-09,2.1498927797562e-07,7.0,14.0,316.0,323.0,310.0,310.0,0.0,0.0,0.7513526885440287
629,629,635.0,8540531.0,1.0237,14.1576,0.4886,8.513,17.627,0.0,39139418000.0,11769047000.0,998240680000.0,29909094.0,17444194.0,7.435335,1.2512043,167.838975165033,167.97697719974153,0.0561727341969215,1.0595159053273648,0.135015113946972,167.71528880762406,167.76404745236715,0.0561638787390165,1.0595059645142426,0.1352739720788302,0.5455523899435492,0.5455041135261904,63.850136593234005,65.69216754480111,164.72491200053096,171.06209263421107,29.94831965192224,30.854387432961342,13.398628626054204,51.24270371022981,0.5024053222316903,-1.862032157926054,-0.1827053695103773,0.0540712113782002,2.91285843236552,0.1420264503035947,0.0222220985249605,0.0149684873949579,0.058513712756203,0.0206749019127586,0.163033638627713,0.0349339658636692,5.270489496804032e-05,29.02196711658136,0.9929189248855506,167.4706198445669,167.87679211344843,0.0154396510155977,0.2072119212097222,-1.5096861183162071e-09,-1.423538576244182e-09,1.9439163866274017e-07,0.0,0.0,335.0,335.0,336.0,336.0,0.0,0.0,0.7356134708451156
630,630,636.0,8542194.0,1.6735,-59.9709,0.3698,9.918,17.544,0.0,30395734000.0,49933349000.0,1187730420000.0,43983636.0,17622928.0,7.314822,1.8241895,164.04734445301855,168.7820356817817,0.0334607588094818,1.0346191415552537,0.9702703979037878,166.3076584523157,168.11540636539178,0.0315212308638721,1.0325471573238396,0.9481587489795794,0.5754769610024361,0.5754737977397394,87.7665768139503,89.22854470336269,147.73788017876083,152.26318307322472,31.2649016766784,31.786306437495288,12.65036244374762,68.40782371629422,0.5421559040746705,-2.0664853537509185,0.1557460753190058,0.0410799890370227,3.665014028357135,0.2309552004049795,0.0424927983232859,0.0838514025777103,0.0291727247317356,0.0968946716344424,0.3535095739278261,0.112609118913746,5.4419583660503455e-05,25.63711525291425,1.1448093104439865,166.4569769342495,168.49389320364898,-0.041437472341015,1.528432314740785,1.4182597327730121e-08,1.30685200577681e-08,2.032683313419431e-07,0.0,0.0,335.0,335.0,336.0,336.0,0.0,0.0,0.7268077777962336
631,631,637.0,8545514.0,0.8682,73.2402,0.8129,4.894,18.1929,0.0,12470155300.0,14266706900.0,540537553000.0,17027290.0,1765450.4,5.2128353,1.3290626,167.22168839342618,167.33969797828115,0.0363147756879478,1.0376832338732511,-1.0590419304282306,167.3883811732933,167.3995594617635,0.0362776019757117,1.037643207265997,-1.0588678026288867,0.274044906270115,0.2740510966906159,38.28175250103343,38.95917961079384,109.49777840399209,111.9798846282691,19.617719980228472,19.954154839249,9.021242248460236,30.58284155616225,0.4590621608455918,-1.774969973933474,-0.4575881118784228,0.0660115798874502,2.6510574479828115,0.2170321828601635,0.0161735090185676,0.0119850187265917,0.0469455272899276,0.0553544855299857,0.2741221526154579,0.1429527174797656,6.350440399482823e-05,18.94199204601896,1.019076474230291,167.4593906136238,167.49136938374463,0.0294796348064772,1.844480964418988,-2.1922417789693143e-09,-2.7795384126452366e-09,1.0063451061380033e-07,15.0,19.0,316.0,320.0,302.0,302.0,0.0,0.0,0.6236518750609119
632,632,638.0,8546955.0,1.9815,29.0426,0.7145,8.221,17.3415,0.0,32071995400.0,39346274000.0,1019579530000.0,36584812.0,18545124.0,6.4193006,1.6805118,165.51485395367763,166.69433263837644,0.0779063440322133,1.0844885370677957,0.0912054980392296,168.1600741356096,166.87509337970306,0.0801807421892331,1.087170105983722,0.0904695055155173,0.5781499437499308,0.5778278588723833,69.96915709841304,72.23893762725235,169.20161581252603,177.98890818751283,29.565052982135743,30.78627422174834,10.320842698158826,58.25798161797907,0.5636821172311032,-2.152981606554514,0.322242733636239,0.0480513603811271,3.758201376121796,0.1975397414222466,0.0311731198110421,0.0341787813176616,0.0201676559668713,0.0288900079365962,0.3427502924010639,0.1174972841313419,6.13161929911633e-05,24.50005726329472,1.3397944915368536,167.87229222604805,167.19219531601738,0.0296572808040353,3.0650776964642947,-1.1939321808070294e-10,-3.879537269843657e-09,2.079394836331701e-07,0.0,0.0,335.0,335.0,336.0,336.0,0.0,0.0,0.4955974610883075
633,633,639.0,8549263.0,1.3652,11.2262,0.4304,12.602,17.5928,0.0,17483264000.0,34564108000.0,654134480000.0,25370402.0,2467475.5,5.1297965,1.8177247,164.96685601785063,166.6364848566901,0.0805363678519772,1.0875905963391186,-0.9394480380257602,168.32298941583878,166.72132424485324,0.0794474654328644,1.086304108075942,-0.9235782247919984,0.4758346908369258,0.4758350166198736,119.71341749073136,124.222066352313,169.42557148159625,181.0123755053121,45.37422857898272,47.15442547644045,18.43243001798576,87.03691622563653,0.5546119248126895,-2.091585625555069,0.2347978663324754,0.027630244185723,3.370604507950015,0.3744021036272522,0.0765677706616329,0.0380012597102666,0.0631907713672693,0.0409420012991821,0.5154844739713204,0.0487860930050673,2.4328064845852813e-05,38.41423458263462,0.7665400086411693,170.00907597607858,164.16305591967154,0.055884030656594,2.0282088580329,-1.311084839484352e-09,-1.236270124690891e-09,1.688191520615525e-07,0.0,0.0,335.0,335.0,336.0,336.0,0.0,0.0,0.7867646659682999
634,634,640.0,8550656.0,1.136,27.1644,0.5835,4.407,17.9291,0.0,21553745900.0,38283330000.0,1007024470000.0,18237384.0,4153281.0,4.733691,2.3110595,167.68664646382496,168.61202475380318,0.1640146625308778,1.1961932287322394,1.4094690907513168,167.3300816082736,167.72261716781355,0.1644919039022118,1.19687649308303,1.408559256755893,0.3896054200076195,0.3909445791541881,32.8388888660206,36.23793406246601,125.83099987827016,131.60928847462432,16.59073617012429,17.997385564908033,6.918976631234969,26.66241572901714,0.5405003927900127,-1.7291394030329583,-0.0862294493875968,0.0847924970285961,2.9292881600934684,0.2027451625643491,0.0186701081910618,0.0,0.0,0.0469023141324549,0.1730686646164227,0.2014511145849854,9.09062862164083e-05,18.574421538920376,1.5891251096603944,167.0974016152077,167.8312910270576,0.1358104796105156,1.2987484633903752,2.6920588211737404e-09,2.9402957698124714e-09,1.4821593822735857e-07,0.0,0.0,335.0,335.0,336.0,336.0,0.0,0.0,0.4674202004236855
635,635,641.0,8552201.0,1.1958,-88.7882,0.9317,4.855,17.5641,0.0,22045394900.0,35791348000.0,844467600000.0,20456954.0,7226858.5,5.880917,1.7234039,166.08880240182447,168.2218077324472,0.0783195555992625,1.084974739428463,0.8244145270314804,166.34577689111768,167.25157631233833,0.0777909956089087,1.084352890980795,0.8307746564138746,0.435740656058901,0.4357280040210879,43.85985373948854,45.61552823285236,119.4953621496471,126.91876162501022,19.81859796220777,20.620297076530168,9.589214917285329,34.8542179660252,0.5012783817044856,-1.7245376393195109,-0.2835674265143755,0.0712915655733249,2.8023614523824185,0.2160846267185757,0.0284195958068046,0.0308474576271186,0.0314287159231149,0.0141284935907687,0.3123045710040236,0.1904563343608679,9.105251656636672e-05,20.00413402034416,1.0050875304234188,166.19567460129554,167.35769949802756,0.0508054603082799,0.7117771870182847,-4.0747997050771885e-10,1.8054146059363023e-09,1.552941603167653e-07,19.0,14.0,324.0,319.0,306.0,306.0,0.0,0.0,0.6403619505634968
636,636,642.0,8553319.0,2.1992,23.1097,0.861,10.216,17.824,0.0,11764501500.0,23397820400.0,501418099000.0,20275274.0,2693818.8,5.4371743,1.2178825,170.6385361571692,169.72760882896398,0.146850983415462,1.1721281752200328,0.812169163605268,167.65931041344746,168.78748135354562,0.1480531368281714,1.1737821256562462,0.8025089357057181,0.3261925415845099,0.3261997199383642,91.56179855440284,94.72210704873888,150.97021162391246,168.60676550523948,39.41006406399422,42.81340653997853,13.592882887549058,71.26195703482952,0.5026859042163057,-2.16975242614092,0.0319336571863706,0.0315557781594521,3.597730849276421,0.3138711658099529,0.0643921557068556,0.1650974381432012,0.102373621752596,0.0432885983226797,0.4364891468472627,0.1037402008452283,2.345322744235157e-05,29.56961145388141,1.0095418315830194,168.21750026495843,169.62599421699352,-0.0055903835966138,0.6592375782927321,8.039004693055946e-09,7.407521460845681e-09,1.1521691209638677e-07,0.0,0.0,335.0,335.0,336.0,336.0,0.0,0.0,0.4819702460875823
637,637,643.0,8554101.0,2.771,-21.092,0.704,12.492,17.7322,0.0,10684250100.0,22203906000.0,534177677000.0,10850576.0,1512627.9,5.505754,1.4212836,169.25764323742678,162.11963013975378,0.0608699412838396,1.0648152412106284,0.3710830506169096,168.71717966601477,166.721032266201,0.0543111147919235,1.0574302137218985,0.4039832788375546,0.3173588023252644,0.3173552380417124,103.6811703560035,105.69779005560044,165.1201873995884,166.323463782058,36.52561847663036,37.51838805359413,12.042901676965696,74.90366953527995,0.5920120526899475,-2.127601644697437,0.4448876005905644,0.0254490642585167,3.96885976859274,0.3508659965929636,0.0903408479834999,0.1541992978665946,0.0763559229210777,0.0537168713874169,0.5360273127872983,0.0908204188907656,2.8915100853645405e-05,25.223157364428044,1.2443783024856383,168.36147060817112,166.26599068257352,0.0335349421635513,0.6232455340906751,-6.537154704701176e-11,-2.124168836665382e-09,1.1385341609662417e-07,0.0,0.0,335.0,335.0,336.0,336.0,0.0,0.0,0.4401076734765157
638,638,644.0,8555754.0,1.0781,-41.5983,0.6257,6.121,18.1716,0.0,20738158600.0,25368662000.0,1309771690000.0,69140528.0,46957684.0,8.621777,0.6190966,165.56725105743777,167.32674629617887,0.0158232111129386,1.0160776105386835,-0.9023912936612366,166.36079338522745,167.352304275758,0.0156458496265735,1.015894533101362,-0.8836908260246841,0.2879350420212986,0.2879407865955507,48.4384066796735,48.849874051621086,123.06991527753505,124.74571528818046,22.95537763605085,23.13936459590593,10.119996824920436,38.31401173896774,0.4837084786069264,-1.870179835630324,-0.2696084048039,0.0530297550497499,2.890886258592099,0.1529164257856247,0.0189718358187717,0.0055027513756878,0.0808316038861913,0.0466074610586568,0.167976572176951,0.1292337039961726,4.962717747431419e-05,22.13924731032288,0.9609233940093972,166.23394029657624,167.2064222997552,0.0214554339102586,2.011721591541873,-9.259993442963343e-10,-1.010020740556884e-09,1.044265822759193e-07,11.0,5.0,324.0,318.0,314.0,314.0,0.0,0.0,0.3991316255604938
