# Results of Galfit fitting to the mock r-band images of EAGLE galaxies at z=0.1
#
# COLUMN 1	[-]	Unique galaxy ID
# COLUMN 2	[mag]	best-fit integrated AB magnitude from Galfit
# COLUMN 3	[mag]	uncertainty on the best-fit integrated AB magnitude from Galfit
# COLUMN 4	[kpc]	best-fit semi-major axis from Galfit
# COLUMN 5	[kpc]	uncertainty on the best-fit semi-major axis from Galfit
# COLUMN 6	[-]	best-fit Sersic index from Galfit
# COLUMN 7	[-]	uncertainty on the best-fit Sersic index from Galfit
# COLUMN 8	[-]	best-fit axis ratio from Galfit
# COLUMN 9	[-]	uncertainty on the best-fit axis ratio from Galfit
# COLUMN 10	[deg]	best-fit position angle from Galfit 
# COLUMN 11	[deg]	uncertainty on the best-fit position angle from Galfit
# COLUMN 12	[-]	quality flag (see description in Section 3.2.3)
#
GalaxyID,galfit_mag,galfit_dmag,galfit_re,galfit_dre,galfit_n,galfit_dn,galfit_q,galfit_dq,galfit_PA,galfit_dPA,flag
16766392,17.8197,0.01,5.126,0.053,0.486,0.02,0.6456,0.01,36.4598,1.0,0
16770171,16.9277,0.01,9.761,0.143,1.276,0.02,0.4331,0.0,49.3791,0.39,0
16774781,16.2829,0.01,5.905,0.09,2.8191,0.04,0.6605,0.0,-0.3057,0.57,0
16789312,17.2133,0.03,12.159,0.58,3.0141,0.11,0.3812,0.01,-80.7229,0.55,0
16791967,16.6391,0.01,4.734,0.075,2.9751,0.06,0.4469,0.0,-89.5386,0.33,0
16802830,17.323,0.01,6.765,0.09,1.0649,0.02,0.4513,0.0,56.4413,0.46,0
16806775,18.043,0.01,5.397,0.09,0.9065,0.03,0.3279,0.0,-87.6251,0.46,0
16807938,16.1261,0.02,9.783,0.354,4.8711,0.11,0.7981,0.01,-52.2469,1.31,0
16824762,17.6769,0.01,2.135,0.03,1.8236,0.08,0.501,0.01,44.702,0.72,0
16828344,17.2919,0.02,5.822,0.256,3.6455,0.14,0.6331,0.01,-36.1802,1.16,0
16832145,16.4397,0.01,7.725,0.166,2.8376,0.05,0.8984,0.01,-8.3374,2.83,0
16841706,17.1917,0.02,8.94,0.271,2.2239,0.06,0.5096,0.01,-85.5954,0.71,0
16845587,17.2703,0.01,3.417,0.06,2.5043,0.08,0.5459,0.01,0.8166,0.67,0
16850422,17.081,0.01,14.163,0.249,1.0728,0.02,0.3309,0.0,-25.2989,0.36,0
16852686,17.6759,0.02,5.53,0.166,2.0087,0.07,0.5325,0.01,42.7194,0.9,0
16857718,16.5471,0.01,13.888,0.286,1.9556,0.04,0.4828,0.0,-15.0591,0.47,0
16861201,17.8055,0.01,3.45,0.06,1.1794,0.03,0.9207,0.01,56.3761,6.38,0
16865320,16.4383,0.01,16.031,0.279,1.3966,0.02,0.5516,0.0,-10.1081,0.62,0
16869604,16.4727,0.04,21.685,1.236,3.2359,0.11,0.7849,0.01,-23.4209,2.3,0
16872252,17.6262,0.01,9.596,0.121,0.5966,0.02,0.2699,0.0,83.4814,0.29,0
16874413,16.813,0.02,9.952,0.241,1.9584,0.04,0.8049,0.01,0.3862,1.97,0
16878001,17.5843,0.04,6.602,0.55,4.5192,0.27,0.7637,0.02,-2.3106,2.89,0
16882281,17.4868,0.03,6.416,0.264,2.4618,0.09,0.6139,0.01,17.2649,1.14,2
16886031,17.5262,0.01,5.801,0.121,1.7322,0.05,0.4055,0.01,-77.9011,0.5,0
16888476,16.6909,0.01,8.876,0.106,1.0814,0.02,0.7777,0.01,19.2289,1.3,0
16891181,16.9691,0.02,14.025,0.377,1.9787,0.05,0.3073,0.0,71.8143,0.33,0
16895359,17.517,0.02,3.734,0.136,3.5758,0.16,0.5385,0.01,0.8199,0.9,0
16899535,18.0193,0.01,3.827,0.083,1.1646,0.04,0.8365,0.01,-31.1457,3.51,0
16902854,17.1641,0.01,6.962,0.151,1.5853,0.03,0.8821,0.01,21.508,3.68,0
16907882,16.8211,0.01,9.604,0.211,1.975,0.04,0.598,0.01,-67.4418,0.75,0
16911817,17.3166,0.01,5.532,0.098,1.3999,0.03,0.897,0.01,-79.6471,4.11,0
16914856,18.6869,0.02,2.852,0.068,0.8631,0.05,0.7691,0.02,-22.0635,3.39,0
16916061,16.8528,0.02,10.137,0.264,2.6391,0.06,0.3529,0.0,69.9009,0.33,0
16921469,17.0185,0.04,7.65,0.754,8.0,0.43,0.4838,0.01,17.0893,0.77,1
16925428,16.6772,0.03,12.8,0.58,3.506,0.1,0.7482,0.01,68.024,1.59,0
16928822,16.8924,0.02,9.318,0.226,1.9252,0.04,0.8176,0.01,-74.7742,2.22,0
16931057,17.3668,0.02,7.503,0.219,1.984,0.06,0.6624,0.01,0.2876,1.3,0
16935096,16.9891,0.01,7.121,0.173,2.552,0.06,0.5222,0.01,57.5529,0.58,0
16939582,16.7657,0.02,13.837,0.467,2.5003,0.06,0.5896,0.01,15.7175,0.87,0
16943855,16.932,0.01,6.211,0.068,1.0096,0.02,0.7946,0.01,-67.7471,1.34,0
16948258,16.97,0.02,7.471,0.219,2.6298,0.07,0.7189,0.01,-11.4359,1.28,0
16952405,16.2663,0.01,10.812,0.211,2.2562,0.04,0.8862,0.01,-16.4383,2.52,0
16956976,16.5084,0.02,9.534,0.294,3.3966,0.08,0.7592,0.01,-21.5141,1.26,0
16960168,17.2189,0.01,7.1,0.143,1.8302,0.04,0.462,0.01,-4.8411,0.51,0
16965346,17.1433,0.02,12.953,0.46,2.1059,0.06,0.4659,0.01,54.277,0.7,0
16968828,17.7563,0.02,5.033,0.128,1.6394,0.05,0.6001,0.01,3.0491,1.12,0
16971378,16.8962,0.01,5.091,0.128,3.2105,0.08,0.7369,0.01,73.4825,1.21,0
16975468,17.3552,0.01,3.859,0.045,1.3456,0.03,0.4364,0.0,3.9289,0.41,0
16978215,17.0233,0.01,9.339,0.128,1.1381,0.02,0.4731,0.0,-43.179,0.47,0
16981992,17.3407,0.02,7.288,0.173,1.8,0.05,0.518,0.01,-89.2759,0.71,0
16986868,17.3565,0.02,6.664,0.158,2.0462,0.06,0.4269,0.01,34.3055,0.51,0
16991087,17.2216,0.01,14.44,0.219,0.7614,0.02,0.3132,0.0,-8.7842,0.35,0
16994864,17.3738,0.02,8.279,0.204,1.586,0.04,0.5294,0.01,-36.8795,0.79,0
16996938,17.0274,0.01,12.706,0.241,1.2264,0.02,0.4468,0.0,45.9067,0.54,0
16999530,18.0805,0.02,5.43,0.158,1.6385,0.07,0.3558,0.01,29.7664,0.64,0
17001552,18.3815,0.02,3.691,0.113,1.3116,0.06,0.7123,0.02,24.829,2.49,0
17003692,17.1911,0.01,7.419,0.121,1.5544,0.03,0.3684,0.0,56.704,0.35,0
17007155,16.6,0.02,21.765,0.505,1.2517,0.03,0.521,0.01,-44.3968,0.79,0
17011393,18.0845,0.02,3.103,0.075,1.753,0.08,0.6907,0.01,85.5175,1.86,0
17014996,17.6992,0.01,3.219,0.038,0.9777,0.03,0.6135,0.01,89.046,0.83,0
17017275,17.6242,0.02,7.143,0.249,2.2287,0.08,0.4294,0.01,82.7784,0.69,0
17020670,18.2883,0.02,2.443,0.045,1.6174,0.1,0.6726,0.02,58.9216,1.94,0
17022392,17.9217,0.01,5.344,0.06,0.5823,0.02,0.4073,0.0,-5.8435,0.48,0
17025268,17.3935,0.01,11.872,0.158,0.7185,0.02,0.2601,0.0,23.4025,0.26,0
17029975,17.6078,0.01,4.834,0.106,1.6815,0.05,0.5987,0.01,-30.5762,0.99,0
17033426,17.0515,0.01,3.178,0.03,1.4155,0.02,0.7649,0.01,62.8492,1.06,0
17037405,17.877,0.01,4.686,0.068,0.6853,0.02,0.6885,0.01,87.4604,1.33,0
17039014,17.8568,0.01,7.553,0.136,0.8547,0.03,0.3365,0.0,32.6063,0.46,0
17041188,17.0319,0.02,4.914,0.136,3.0981,0.09,0.688,0.01,-55.2989,1.08,0
17045099,17.1527,0.01,4.663,0.06,1.5529,0.03,0.5142,0.0,-76.9379,0.48,0
17047719,16.8258,0.01,11.248,0.158,1.0067,0.02,0.6245,0.01,29.1356,0.82,0
17051792,17.4934,0.02,8.47,0.286,2.1062,0.07,0.4297,0.01,-56.6369,0.66,0
17054448,16.2172,0.01,12.336,0.128,0.9521,0.01,0.9561,0.01,-68.1843,6.7,0
17057997,18.0676,0.01,4.02,0.068,1.0008,0.04,0.4782,0.01,49.8313,0.75,0
17060658,18.3776,0.02,1.473,0.045,2.2321,0.2,0.8914,0.02,-30.928,8.28,0
17064787,17.0342,0.01,18.094,0.286,0.8039,0.02,0.296,0.0,36.0526,0.33,0
17068442,16.6957,0.01,4.688,0.121,3.66,0.09,0.9151,0.01,-28.0719,3.72,0
17071983,16.7508,0.01,6.082,0.068,1.3186,0.02,0.8743,0.01,44.9296,2.18,0
17074706,18.736,0.05,3.11,0.302,3.2823,0.41,0.8061,0.04,38.1393,7.15,0
17076840,16.7651,0.01,8.941,0.136,1.3374,0.02,0.8074,0.01,-12.0829,1.71,0
17079994,16.9081,0.01,4.548,0.045,1.4546,0.02,0.5657,0.0,55.9254,0.47,0
17082772,16.5528,0.01,7.72,0.128,2.1389,0.03,0.724,0.01,41.8867,0.91,0
17086648,16.9103,0.03,14.252,0.694,3.001,0.1,0.6068,0.01,-42.1945,1.11,0
17089653,17.182,0.01,6.882,0.121,1.4203,0.03,0.7147,0.01,11.088,1.24,0
17094055,17.2745,0.01,6.324,0.136,1.5643,0.04,0.9123,0.01,51.3159,5.24,0
17096204,17.86,0.01,4.513,0.075,0.9401,0.03,0.7611,0.01,-56.0161,1.99,0
17097594,17.2061,0.01,3.5,0.06,2.4108,0.07,0.5292,0.01,-75.8197,0.59,0
17100831,16.7387,0.01,9.778,0.075,0.6241,0.01,0.5031,0.0,-28.9844,0.37,0
17104297,17.2307,0.01,8.484,0.068,0.5649,0.01,0.3433,0.0,-71.7706,0.26,0
17107479,17.3538,0.02,7.326,0.249,2.207,0.07,0.7447,0.01,-26.2127,1.91,0
17109600,15.7924,0.06,47.089,6.174,8.0,0.34,0.9182,0.01,-89.9843,5.27,1
17113139,17.9455,0.02,5.205,0.158,1.4557,0.05,0.8112,0.02,21.8347,3.47,0
17117149,17.5289,0.02,4.369,0.143,2.6576,0.1,0.7484,0.01,-42.7139,1.91,0
17120126,17.6011,0.01,4.763,0.106,2.0128,0.06,0.3958,0.01,-36.1573,0.51,0
17124511,17.8241,0.03,5.717,0.234,2.1557,0.09,0.714,0.02,-48.4961,2.17,0
17128462,16.641,0.01,10.176,0.121,0.9642,0.02,0.8342,0.01,-38.0622,1.9,0
17131844,17.1254,0.01,2.987,0.038,2.4651,0.07,0.4768,0.01,30.3674,0.47,0
17136102,18.7006,0.03,2.835,0.143,2.0672,0.19,0.7798,0.03,59.205,4.92,0
17138538,17.1633,0.01,8.184,0.158,1.2119,0.03,0.9511,0.01,37.9462,10.02,0
17140715,17.1651,0.01,7.293,0.09,0.9416,0.02,0.5995,0.0,-3.2014,0.72,0
17144124,17.8075,0.01,3.413,0.053,1.2219,0.03,0.6786,0.01,-43.4845,1.26,0
17147638,16.7488,0.02,13.891,0.52,2.5496,0.07,0.7281,0.01,29.5908,1.58,0
17150754,16.8384,0.02,11.72,0.309,2.044,0.05,0.585,0.01,30.8948,0.81,0
17154752,16.8892,0.02,13.179,0.302,1.6127,0.03,0.5023,0.01,83.29,0.64,0
17158416,16.7186,0.01,8.071,0.106,1.3497,0.02,0.6718,0.01,82.1452,0.77,0
17162001,17.2974,0.01,2.112,0.023,2.4575,0.09,0.7505,0.01,64.9837,1.41,0
17164304,17.0002,0.02,13.803,0.422,2.2327,0.06,0.3235,0.0,-44.7251,0.37,0
17167735,16.8409,0.01,15.173,0.196,0.8934,0.02,0.3209,0.0,-31.9437,0.28,0
17171464,17.9988,0.04,6.005,0.415,3.2011,0.21,0.5586,0.02,66.5739,1.54,0
17174605,17.6421,0.01,1.822,0.045,4.1074,0.24,0.5816,0.01,53.854,1.2,0
17176509,17.2456,0.01,6.583,0.098,1.1523,0.02,0.6867,0.01,39.2656,1.09,0
17180649,16.994,0.01,9.315,0.121,1.0275,0.02,0.5336,0.0,41.3901,0.57,0
17183688,17.5213,0.02,5.404,0.136,1.8289,0.05,0.7213,0.01,-8.0588,1.62,0
17185905,17.3411,0.03,7.42,0.407,3.5328,0.15,0.7662,0.02,5.9093,2.33,0
17189709,17.0962,0.02,6.802,0.181,2.1819,0.05,0.8795,0.01,-80.5316,3.56,0
17193504,16.7943,0.01,18.335,0.226,0.7566,0.02,0.2834,0.0,-31.0033,0.25,0
17199680,16.2375,0.01,7.694,0.068,1.3225,0.01,0.9647,0.01,74.0648,6.41,0
17204632,16.8787,0.01,6.228,0.136,2.5489,0.05,0.621,0.01,-37.8815,0.72,0
17213206,16.7074,0.01,10.259,0.211,1.7881,0.03,0.82,0.01,28.3667,2.01,0
17217407,16.0455,0.01,9.831,0.106,1.7023,0.02,0.7756,0.0,-56.8532,0.89,0
17228327,18.4446,0.01,2.456,0.038,0.9482,0.06,0.4961,0.01,5.1778,1.03,0
17229909,16.4116,0.03,22.919,1.071,2.6343,0.08,0.7322,0.01,-82.6083,1.76,0
17234208,16.416,0.0,8.029,0.053,1.0431,0.01,0.4717,0.0,41.8302,0.26,0
17242991,17.7674,0.01,3.91,0.068,1.1087,0.03,0.9188,0.01,65.8057,6.07,0
17246198,16.195,0.01,12.351,0.166,1.9259,0.02,0.4406,0.0,-14.5514,0.28,0
17255595,16.4625,0.01,8.045,0.136,2.3593,0.04,0.6345,0.01,-23.5679,0.61,0
17263373,16.7283,0.02,9.609,0.279,2.4659,0.06,0.935,0.01,-61.5454,6.31,0
17267399,16.8366,0.02,14.135,0.369,1.4461,0.03,0.8012,0.01,-81.1505,2.53,0
17269210,16.6495,0.02,14.039,0.377,1.6845,0.04,0.9276,0.01,-49.5053,6.85,0
17271202,17.7772,0.02,5.482,0.136,1.5145,0.05,0.6054,0.01,-39.7108,1.17,0
17273916,18.5917,0.02,2.662,0.075,1.3292,0.08,0.8519,0.02,-4.5483,5.86,0
17275742,18.1375,0.01,2.854,0.053,1.0977,0.04,0.8002,0.01,32.858,2.75,0
17277489,17.6811,0.01,9.4,0.143,0.7325,0.02,0.2916,0.0,48.9566,0.35,0
17280531,16.5026,0.01,13.443,0.196,1.3565,0.02,0.498,0.0,-89.7777,0.45,0
17283836,17.1402,0.02,10.168,0.256,1.6877,0.04,0.5794,0.01,28.3049,0.91,0
17285721,18.1955,0.01,4.609,0.083,0.7468,0.03,0.5341,0.01,54.6828,0.97,0
17287247,17.4449,0.01,5.581,0.075,0.8536,0.02,0.7733,0.01,14.5137,1.65,0
17289474,17.0718,0.01,4.12,0.038,1.5071,0.03,0.2857,0.0,-39.6738,0.21,0
17293008,17.4125,0.01,4.979,0.083,1.403,0.03,0.7013,0.01,64.3438,1.2,0
17296517,17.9336,0.02,4.459,0.098,1.1895,0.04,0.8368,0.01,38.8214,3.53,0
17299381,16.9126,0.01,7.862,0.158,1.7085,0.03,0.9362,0.01,-41.3947,6.29,0
17302699,17.4359,0.01,9.596,0.098,0.5676,0.02,0.3072,0.0,54.8742,0.29,0
17304601,18.2166,0.02,2.964,0.083,1.9052,0.11,0.6277,0.02,-72.5848,1.66,0
17307029,17.8367,0.01,4.081,0.09,1.4141,0.04,0.7945,0.01,41.2861,2.52,0
17308558,17.0104,0.01,7.385,0.06,0.5417,0.01,0.6925,0.0,-70.4035,0.8,0
17310809,17.409,0.01,5.019,0.113,1.6993,0.04,0.8888,0.01,-3.0916,4.08,0
17313321,16.5249,0.01,12.085,0.219,1.6718,0.03,0.6676,0.01,60.6138,0.87,0
17316116,17.3713,0.03,9.747,0.49,2.5808,0.1,0.7924,0.02,20.3977,3.02,0
17317486,17.7704,0.02,4.994,0.143,1.8493,0.07,0.6482,0.01,17.2593,1.41,0
17320705,16.5857,0.01,20.721,0.332,1.076,0.02,0.3312,0.0,52.5687,0.32,0
17323600,17.1059,0.01,3.944,0.075,2.5602,0.07,0.6763,0.01,42.5077,0.95,0
17328255,17.0618,0.01,14.457,0.234,1.0015,0.02,0.3176,0.0,-84.2413,0.33,0
17331332,16.9987,0.01,7.21,0.106,1.441,0.02,0.5379,0.0,-58.7982,0.54,0
17335181,17.2458,0.04,13.892,0.792,2.3088,0.1,0.869,0.02,-48.3893,5.9,0
17336997,16.7766,0.05,24.663,1.983,3.0015,0.14,0.8297,0.02,-88.6899,4.37,0
17339025,17.0855,0.01,9.909,0.188,1.2883,0.03,0.5836,0.01,-24.4091,0.82,0
17341515,16.8985,0.01,6.159,0.053,0.8576,0.01,0.6265,0.0,6.0382,0.57,0
17344767,17.2191,0.01,13.382,0.204,0.89,0.02,0.2826,0.0,49.3459,0.3,0
17348508,16.8784,0.02,11.039,0.249,1.8687,0.04,0.5073,0.01,-10.8999,0.59,0
17352150,16.9911,0.01,7.595,0.128,1.3476,0.02,0.8856,0.01,43.964,3.34,0
17354419,16.8773,0.01,6.76,0.083,1.2054,0.02,0.8281,0.01,-70.307,1.75,0
17357223,17.7315,0.03,7.787,0.347,2.4221,0.11,0.4323,0.01,81.7082,0.81,0
17360563,17.8742,0.01,3.046,0.045,1.0949,0.03,0.7151,0.01,-5.9601,1.48,0
17363053,17.522,0.01,3.386,0.038,1.6981,0.05,0.3477,0.01,-66.8079,0.38,0
17366605,18.156,0.02,4.832,0.136,1.3706,0.05,0.5599,0.01,-8.4513,1.26,0
17369519,18.1975,0.02,5.241,0.136,0.9368,0.04,0.7764,0.01,-11.6023,3.15,0
17370974,17.4,0.01,2.743,0.023,1.4807,0.04,0.5664,0.01,6.3352,0.63,0
17374403,16.9862,0.01,6.731,0.143,2.2013,0.05,0.6062,0.01,58.068,0.74,0
17377611,16.9326,0.01,7.126,0.075,0.8203,0.01,0.9746,0.01,-46.8381,13.52,0
17379782,17.0781,0.01,10.381,0.136,0.8703,0.02,0.4805,0.0,74.0398,0.51,0
17382931,17.2372,0.01,2.796,0.03,1.7588,0.04,0.8873,0.01,-6.9155,2.93,0
17386982,16.6726,0.01,6.103,0.143,3.1492,0.07,0.6884,0.01,17.7875,0.85,0
17391093,17.7657,0.03,10.775,0.445,1.733,0.07,0.3936,0.01,-68.4427,0.78,0
17392885,17.2785,0.02,6.461,0.188,2.4958,0.07,0.516,0.01,9.266,0.69,0
17395890,17.5493,0.02,12.537,0.384,1.3977,0.04,0.3604,0.01,23.5372,0.6,0
17397684,17.6982,0.01,1.706,0.03,3.0294,0.17,0.5535,0.01,-72.8951,1.04,0
17401205,17.619,0.02,5.419,0.121,1.4613,0.04,0.7291,0.01,36.8364,1.71,0
17404786,16.8959,0.02,8.938,0.226,2.03,0.04,0.8372,0.01,-32.2862,2.47,0
17407791,17.2339,0.02,20.247,0.55,1.0925,0.03,0.2971,0.0,-63.2747,0.47,0
17410145,18.5929,0.02,5.302,0.151,0.7609,0.05,0.605,0.01,66.0008,1.91,0
17410990,17.2084,0.01,8.659,0.106,0.9343,0.02,0.3497,0.0,8.6519,0.31,0
17413315,17.3892,0.02,2.397,0.181,8.0,0.52,0.5976,0.02,-65.85,1.34,1
17416022,17.1335,0.01,8.585,0.098,0.7414,0.02,0.5681,0.0,8.3869,0.64,0
17418548,17.6244,0.01,10.456,0.211,0.8874,0.03,0.3801,0.0,-51.9717,0.56,0
17420613,18.0281,0.01,3.357,0.045,0.6735,0.03,0.9151,0.01,-42.4964,5.8,0
17422087,17.1646,0.03,9.942,0.535,3.1604,0.12,0.8075,0.02,4.8249,2.91,0
17424919,16.932,0.01,9.362,0.136,1.2881,0.02,0.4807,0.0,-57.2714,0.46,0
17428567,17.7478,0.02,6.778,0.211,1.5879,0.05,0.6179,0.01,83.6236,1.37,0
17432571,17.2928,0.01,4.436,0.106,2.5361,0.08,0.6458,0.01,-51.4736,1.0,0
17436625,17.7364,0.01,3.897,0.045,1.0144,0.03,0.4231,0.0,-64.205,0.48,0
17438871,17.8815,0.01,8.483,0.143,0.7244,0.03,0.3434,0.0,-64.0079,0.48,0
17441219,17.6494,0.02,6.04,0.196,1.8062,0.06,0.7842,0.01,-21.4348,2.64,0
17445074,17.4014,0.02,5.779,0.143,1.8269,0.05,0.7638,0.01,85.2226,1.86,0
17448932,17.8143,0.01,6.859,0.075,0.4804,0.02,0.3606,0.0,-35.8099,0.39,0
17451597,17.4127,0.02,6.03,0.204,2.4339,0.08,0.7501,0.01,15.9555,1.89,0
17454775,16.9983,0.01,9.826,0.173,1.371,0.03,0.5201,0.01,79.6029,0.6,0
17458112,16.6553,0.0,8.29,0.06,0.5841,0.01,0.836,0.0,-40.0385,1.47,0
17461241,17.6578,0.01,4.159,0.068,1.2406,0.03,0.7162,0.01,-35.7003,1.42,0
17462825,18.252,0.02,3.792,0.121,1.3491,0.05,0.6511,0.01,-0.7118,2.17,2
17464778,18.3047,0.03,3.703,0.181,2.3461,0.16,0.6773,0.02,-5.2436,2.44,0
17467744,17.9255,0.03,5.572,0.271,2.5799,0.13,0.5637,0.01,-34.0859,1.36,0
17469551,16.8433,0.02,13.419,0.339,1.9019,0.04,0.4531,0.01,54.8414,0.53,0
17473042,16.6477,0.02,6.015,0.226,4.9796,0.14,0.7135,0.01,12.8566,1.05,0
17476484,17.5374,0.02,16.146,0.52,1.3459,0.05,0.2512,0.0,-27.7098,0.42,0
17478076,17.7267,0.02,10.071,0.324,1.4474,0.05,0.3765,0.01,-72.147,0.66,0
17480554,17.6139,0.02,5.841,0.158,1.6572,0.05,0.7591,0.01,-35.198,2.13,0
17483370,17.3949,0.02,3.746,0.113,2.8955,0.1,0.8355,0.01,9.4095,2.77,0
17485459,17.3113,0.01,12.78,0.264,1.1751,0.03,0.2966,0.0,65.0567,0.36,0
17488819,17.8515,0.01,8.014,0.113,0.6378,0.02,0.3187,0.0,21.9633,0.4,0
17491005,16.5918,0.02,16.089,0.603,2.5859,0.07,0.7381,0.01,-54.9884,1.6,0
17494070,17.7114,0.0,2.378,0.023,0.737,0.03,0.436,0.01,64.5457,0.47,0
17497367,17.7469,0.02,5.223,0.204,2.4497,0.1,0.6478,0.01,67.267,1.53,0
17500196,16.4479,0.02,18.572,0.467,1.9208,0.04,0.4865,0.01,87.9478,0.54,0
17503239,18.0969,0.03,3.29,0.151,2.754,0.17,0.8154,0.02,-87.8138,4.15,0
17505529,17.0252,0.02,6.506,0.173,2.6163,0.07,0.7026,0.01,-58.6624,1.17,0
17508360,17.9907,0.01,4.893,0.06,0.5471,0.02,0.5198,0.01,0.4023,0.73,0
17509947,18.3174,0.01,4.896,0.075,0.5026,0.03,0.4817,0.01,-7.5804,0.81,0
17511062,17.3196,0.02,8.072,0.234,2.1821,0.06,0.4235,0.01,-59.8147,0.55,0
17514527,17.2554,0.01,4.201,0.068,2.2429,0.06,0.3594,0.0,-49.7921,0.35,0
17518214,17.5249,0.02,8.331,0.294,1.9931,0.07,0.5543,0.01,22.7693,1.05,0
17519778,17.56,0.02,4.776,0.128,1.9853,0.06,0.7567,0.01,52.3211,1.93,0
17523255,17.8198,0.04,6.039,0.362,3.0982,0.17,0.6467,0.02,8.3965,1.84,0
17527004,17.2483,0.02,7.302,0.204,2.0227,0.05,0.7345,0.01,19.7784,1.63,0
17528947,17.0703,0.02,13.994,0.535,2.4581,0.08,0.3917,0.01,-36.5867,0.53,0
17532643,17.2903,0.01,18.718,0.324,0.7486,0.02,0.217,0.0,53.5417,0.26,0
17535727,17.3952,0.05,9.076,0.822,4.6502,0.26,0.7608,0.02,7.5224,2.75,0
17539585,17.3187,0.01,9.184,0.083,0.4816,0.01,0.3455,0.0,13.888,0.28,0
17542161,17.2597,0.01,6.024,0.136,2.0199,0.05,0.5406,0.01,-58.4791,0.69,0
17545417,17.6971,0.01,4.957,0.09,1.0215,0.03,0.8802,0.01,62.2888,4.14,0
17548741,17.4156,0.01,8.298,0.158,1.1371,0.03,0.5476,0.01,85.8737,0.82,0
17552187,17.5964,0.01,5.704,0.098,1.2521,0.03,0.4437,0.01,48.9825,0.54,0
17554490,17.5608,0.01,10.505,0.196,0.9007,0.03,0.3647,0.0,6.3349,0.49,0
17557356,17.4877,0.01,4.136,0.045,0.8382,0.02,0.8693,0.01,-86.5027,2.71,0
17559548,16.5402,0.01,7.159,0.106,2.17,0.03,0.5998,0.0,4.1075,0.52,0
17568884,18.5977,0.02,6.183,0.128,0.4944,0.04,0.4051,0.01,-50.1458,0.87,0
17570367,18.0777,0.03,4.24,0.181,2.3245,0.13,0.6651,0.02,27.5699,1.97,0
17572990,17.7939,0.01,4.515,0.083,1.0145,0.03,0.8124,0.01,-87.6889,2.57,0
17582605,16.4389,0.01,10.663,0.196,2.322,0.04,0.4405,0.0,-80.3706,0.33,4
17585533,16.2136,0.01,9.988,0.158,2.6252,0.04,0.4653,0.0,37.0398,0.3,0
17592249,16.9772,0.01,3.531,0.083,3.4025,0.1,0.7572,0.01,-32.3045,1.33,0
17596950,16.6757,0.01,8.672,0.151,2.0834,0.04,0.507,0.0,31.2221,0.44,0
17603613,16.4466,0.02,9.249,0.286,3.8875,0.09,0.6323,0.01,36.5748,0.69,0
17611276,16.721,0.01,5.756,0.083,1.9039,0.03,0.878,0.01,0.9834,2.32,0
17618661,16.3999,0.01,11.515,0.204,2.1447,0.03,0.5158,0.0,65.1039,0.42,0
17627269,17.2916,0.01,7.846,0.083,0.8582,0.02,0.333,0.0,-83.5143,0.29,0
17630011,17.1548,0.02,8.504,0.354,3.0477,0.1,0.641,0.01,-70.3864,1.17,0
17633193,17.6857,0.01,3.266,0.038,0.9375,0.03,0.9126,0.01,-5.005,4.65,0
17635406,18.2136,0.01,5.775,0.098,0.6416,0.03,0.4007,0.01,87.1218,0.64,0
17636733,16.9575,0.01,6.239,0.098,1.5128,0.03,0.9416,0.01,-2.2874,6.1,0
17640300,17.6806,0.01,4.982,0.106,1.4967,0.04,0.6214,0.01,-24.1829,1.1,0
17643578,18.1788,0.03,5.057,0.241,2.2258,0.13,0.5076,0.01,-44.0874,1.27,0
17647765,16.4685,0.03,16.28,0.724,3.0541,0.08,0.9592,0.01,56.7422,11.67,0
17651636,17.1953,0.02,9.741,0.302,2.0849,0.06,0.5653,0.01,-5.7939,0.9,0
17654557,17.1993,0.02,8.54,0.188,1.4447,0.03,0.7142,0.01,-55.9728,1.47,0
17657623,17.4966,0.01,9.548,0.181,1.1023,0.03,0.3577,0.0,75.2042,0.44,0
17659956,17.2841,0.01,7.414,0.075,0.6575,0.02,0.5856,0.0,-19.6015,0.69,0
17662154,16.4312,0.03,22.137,0.957,2.5302,0.07,0.7032,0.01,36.1003,1.52,0
17664411,18.0138,0.02,3.546,0.083,1.4328,0.05,0.7689,0.01,-56.7627,2.39,0
17666085,17.9504,0.02,4.891,0.121,1.3809,0.05,0.6289,0.01,61.9152,1.39,0
17668707,17.0103,0.06,16.702,1.764,4.6582,0.25,0.8702,0.02,66.096,5.44,0
17671105,17.7271,0.01,4.587,0.045,0.7808,0.02,0.3354,0.0,-75.3803,0.34,0
17672887,17.9257,0.03,2.239,0.151,5.3039,0.45,0.804,0.02,70.0154,4.17,0
17676397,17.08,0.01,4.18,0.06,1.8882,0.04,0.7375,0.01,29.2511,1.11,0
17679480,17.3006,0.01,7.616,0.121,0.9012,0.02,0.8489,0.01,-40.2546,2.97,0
17680683,18.1027,0.01,3.27,0.068,1.2264,0.04,0.7129,0.01,-85.442,1.85,0
17682257,17.4969,0.01,4.574,0.068,1.2144,0.03,0.7852,0.01,57.0504,1.81,0
17686442,17.5299,0.01,3.874,0.038,0.7155,0.02,0.8856,0.01,20.6678,3.01,0
17689287,17.9627,0.01,3.339,0.068,1.3978,0.05,0.7952,0.01,-36.6808,2.59,0
17691609,17.3732,0.01,8.056,0.075,0.6013,0.02,0.3839,0.0,50.7353,0.34,0
