# Results of Galfit fitting to the stellar mass projections of EAGLE galaxies at z=0.1
#
# COLUMN 1	[-]	Unique galaxy ID
# COLUMN 2	[-]	best-fit integrated stellar mass log(Mstar/Msun) from Galfit 
# COLUMN 3	[-]	uncertainty on the best-fit integrated stellar mass log(Mstar/Msun) from Galfit
# COLUMN 4	[kpc]	best-fit semi-major axis from Galfit 
# COLUMN 5	[kpc]	uncertainty on the best-fit semi-major axis from Galfit 
# COLUMN 6	[-]	best-fit Sersic index from Galfit
# COLUMN 7	[-]	uncertainty on the best-fit Sersic index from Galfit
# COLUMN 8	[-]	best-fit axis ratio from Galfit
# COLUMN 9	[-]	uncertainty on the best-fit axis ratio from Galfit
# COLUMN 10	[deg]	best-fit position angle from Galfit 
# COLUMN 11	[deg]	uncertainty on the best-fit position angle from Galfit
# COLUMN 12	[-]	quality flag (see description in Section 3.2.3)
#
GalaxyID,galfit_lmstar,galfit_dlmstar,galfit_re,galfit_dre,galfit_n,galfit_dn,galfit_q,galfit_dq,galfit_PA,galfit_dPA,flag
8945137,10.39,0.012,5.374,0.234,2.2615,0.11,0.6759,0.02,-82.22,1.95,0
8946831,10.345,0.008,3.637,0.128,2.3259,0.12,0.6117,0.01,7.598200000000006,1.5,0
8948515,10.268,0.012,3.754,0.166,2.1361,0.12,0.7666,0.02,59.367000000000004,3.34,0
8950687,10.133,0.016,4.609,0.294,2.1059,0.16,0.639,0.02,25.791300000000007,2.71,0
8951969,10.207,0.012,5.335,0.241,1.7298,0.1,0.5147,0.02,14.7727,1.45,0
8953149,10.354,0.004,2.173,0.038,1.8413,0.1,0.7548,0.01,62.814800000000005,2.27,0
8956637,10.171,0.008,3.887,0.136,1.3001,0.06,0.7989,0.02,18.7941,4.17,0
8958333,10.28,0.008,2.622,0.075,2.0349,0.12,0.8464,0.02,-15.635400000000004,4.76,0
8960070,10.607,0.008,7.811,0.271,2.3862,0.08,0.5032,0.01,11.171999999999997,0.77,0
8961773,10.202,0.012,4.166,0.204,1.9318,0.12,0.7828,0.02,20.421599999999998,4.18,0
8963515,10.053,0.02,4.352,0.324,2.0697,0.19,0.7477,0.03,36.136,5.01,0
8965615,10.375,0.012,5.294,0.264,2.7216,0.15,0.535,0.01,-64.29650000000001,1.26,0
8967474,10.507,0.012,7.605,0.317,2.2192,0.09,0.6442,0.01,-1.2941999999999894,1.56,0
8968984,10.275,0.008,2.499,0.098,3.2457,0.26,0.5713,0.02,-88.7366,1.65,0
8970963,10.569,0.004,5.213,0.075,1.2773,0.03,0.391,0.0,-58.66630000000001,0.4,0
8972409,10.391,0.004,4.158,0.068,1.2295,0.04,0.4305,0.01,55.243,0.61,0
8974623,10.273,0.012,4.1,0.166,1.93,0.1,0.7748,0.02,36.1427,3.42,0
8976542,10.284,0.012,4.939,0.211,1.9282,0.1,0.6064,0.02,-60.968999999999994,1.71,0
8978301,10.356,0.012,4.369,0.196,2.3229,0.12,0.8562,0.02,82.9046,5.2,0
8980187,10.483,0.008,4.143,0.128,2.4029,0.1,0.6786,0.01,22.285799999999995,1.53,0
8982466,10.431,0.032,13.004,1.643,3.5398,0.28,0.7325,0.03,-11.112500000000011,3.97,0
8984019,10.49,0.004,4.87,0.106,1.9779,0.07,0.3279,0.01,-31.207600000000014,0.43,0
8986033,10.184,0.012,3.368,0.166,2.0659,0.14,0.8877,0.03,27.445500000000003,8.79,0
8988007,10.158,0.004,2.107,0.045,1.5636,0.13,0.6421,0.02,87.3556,2.05,0
8990039,10.345,0.004,2.902,0.03,0.9603,0.03,0.4432,0.01,37.9892,0.63,0
8991644,10.386,0.012,6.506,0.264,1.9029,0.08,0.6141,0.01,27.991500000000002,1.6,0
8993208,10.55,0.004,2.382,0.038,3.1197,0.14,0.4641,0.01,-50.16499999999999,0.67,0
8995406,10.093,0.012,3.23,0.173,2.2059,0.2,0.6012,0.02,55.0693,2.36,0
8997131,10.31,0.012,3.533,0.181,2.9751,0.2,0.6644,0.02,84.06700000000001,2.12,0
9000212,10.171,0.008,2.977,0.075,1.3435,0.08,0.5428,0.01,84.0433,1.36,0
9001485,10.045,0.016,5.82,0.332,1.2382,0.08,0.6939,0.03,2.5023000000000053,3.96,0
9002084,10.363,0.012,5.519,0.317,3.1337,0.19,0.4199,0.01,-78.741,0.93,0
9003480,10.44,0.008,4.672,0.128,2.2964,0.09,0.3355,0.01,-59.70609999999999,0.51,0
9005186,10.517,0.012,14.245,0.784,2.4159,0.11,0.2941,0.01,59.936099999999996,0.56,0
9006563,10.281,0.016,4.088,0.302,3.5717,0.29,0.6328,0.02,-9.243799999999993,2.23,0
9008304,10.459,0.012,4.055,0.181,2.9,0.14,0.919,0.02,-31.748400000000004,8.22,0
9010268,10.054,0.012,4.643,0.219,1.4854,0.11,0.4254,0.02,31.563499999999998,1.34,0
9011155,10.122,0.012,4.765,0.241,1.7704,0.12,0.4752,0.02,-23.011300000000006,1.47,0
9012765,10.061,0.02,4.689,0.354,2.0181,0.18,0.7658,0.03,50.2969,5.51,0
9014149,10.301,0.012,4.348,0.188,1.9583,0.1,0.859,0.02,55.7218,5.68,0
9015914,10.481,0.008,5.358,0.136,2.0495,0.07,0.3227,0.01,77.7148,0.45,0
9017404,10.187,0.008,3.125,0.106,1.736,0.11,0.6187,0.02,2.8078000000000003,1.86,0
9019265,10.101,0.016,4.287,0.302,2.6869,0.26,0.3821,0.02,48.4074,1.3,0
9020524,10.378,0.008,3.673,0.113,2.1703,0.1,0.645,0.01,10.822699999999998,1.56,0
9022544,10.157,0.008,3.638,0.136,1.3735,0.07,0.827,0.02,-55.76349999999999,5.15,0
9024232,10.445,0.004,4.313,0.068,1.1759,0.03,0.5484,0.01,15.573999999999998,0.8,0
9026380,10.092,0.008,2.616,0.075,1.337,0.09,0.8275,0.02,87.6624,5.3,0
9027313,10.06,0.012,3.263,0.136,1.3886,0.1,0.7692,0.02,35.2864,4.36,0
9029373,10.444,0.004,3.34,0.038,1.2104,0.04,0.3435,0.01,-75.576,0.42,0
9031124,10.589,0.008,6.969,0.211,1.9983,0.06,0.6909,0.01,-79.0106,1.5,0
9032934,10.188,0.012,3.14,0.136,2.031,0.14,0.8811,0.03,-70.1434,7.89,0
9034192,10.274,0.008,4.115,0.128,1.3396,0.05,0.9184,0.02,69.7901,9.53,0
9035934,10.383,0.02,7.877,0.663,3.0911,0.2,0.7444,0.02,35.9916,3.49,0
9037350,10.484,0.012,4.494,0.249,3.8961,0.22,0.616,0.01,33.484,1.45,0
9039181,10.306,0.008,3.662,0.113,1.9172,0.1,0.5549,0.01,31.940399999999997,1.24,0
9040800,10.411,0.004,4.81,0.083,0.8405,0.03,0.9252,0.01,76.8313,7.5,0
9042745,10.407,0.008,5.215,0.151,1.4527,0.05,0.8509,0.02,-80.97409999999999,4.29,0
9044113,10.28,0.008,3.177,0.106,1.9427,0.11,0.8282,0.02,78.8845,4.3,0
9045697,10.538,0.004,6.28,0.136,1.6123,0.04,0.4221,0.01,-62.4464,0.54,0
9046861,10.505,0.004,8.256,0.128,1.0454,0.03,0.2373,0.0,-41.184799999999996,0.27,0
9048285,10.407,0.008,6.738,0.188,1.3274,0.04,0.5706,0.01,-6.415500000000009,1.2,0
9049342,10.458,0.004,3.908,0.053,1.3139,0.04,0.3555,0.01,-73.9668,0.43,0
9051081,10.372,0.004,2.995,0.045,1.4673,0.06,0.4171,0.01,-89.5755,0.63,0
9052812,10.109,0.028,4.961,0.626,3.762,0.45,0.531,0.03,58.301,2.4,0
9054328,10.47,0.004,5.418,0.106,1.4807,0.04,0.3568,0.01,-81.8698,0.46,0
9055874,10.283,0.012,4.406,0.234,2.4916,0.16,0.6389,0.02,19.985799999999998,2.04,0
9057798,10.272,0.008,3.13,0.075,1.3383,0.06,0.8303,0.02,28.7464,3.86,0
9059235,10.486,0.004,4.538,0.068,0.8594,0.02,0.8845,0.01,-21.51049999999998,3.86,0
9060709,10.332,0.004,2.389,0.038,1.5655,0.08,0.7613,0.01,-78.5068,2.32,0
9062529,10.062,0.016,4.55,0.286,1.9385,0.16,0.5396,0.02,-40.00380000000001,2.13,0
9063625,10.187,0.012,4.969,0.204,1.7522,0.1,0.3664,0.01,45.6933,0.9,0
9065059,10.248,0.004,2.623,0.045,1.1521,0.05,0.7597,0.01,32.4305,2.51,0
9067175,10.208,0.016,3.867,0.211,2.1652,0.15,0.9282,0.03,81.6901,14.31,0
9068673,10.439,0.004,4.513,0.053,0.8459,0.03,0.4372,0.0,77.9223,0.51,0
9070702,10.167,0.008,3.357,0.113,1.3229,0.07,0.9578,0.02,-29.116899999999987,21.76,0
9071732,10.367,0.008,4.066,0.106,1.5552,0.06,0.7371,0.01,-8.17149999999998,2.16,0
9073345,10.137,0.012,3.787,0.181,1.664,0.11,0.8377,0.03,-0.8362999999999943,6.24,0
9074810,10.368,0.008,4.065,0.098,1.4616,0.05,0.6805,0.01,77.9982,1.64,0
9078222,10.344,0.012,3.605,0.173,2.7703,0.17,0.8351,0.02,-38.3665,4.57,0
9080087,10.461,0.004,2.797,0.015,0.859,0.03,0.3971,0.01,81.152,0.43,0
9081992,10.409,0.012,8.668,0.339,1.5881,0.06,0.5352,0.01,86.105,1.28,0
9083853,10.513,0.012,7.735,0.347,2.0911,0.08,0.937,0.02,62.216,11.87,0
9085596,10.085,0.008,2.617,0.068,1.1127,0.07,0.7529,0.02,-45.470500000000015,3.37,0
9086643,10.435,0.016,5.996,0.377,3.3603,0.19,0.6013,0.02,-60.4491,1.55,0
9088199,10.523,0.004,3.863,0.038,0.8705,0.02,0.5049,0.0,46.4906,0.52,0
9089858,10.319,0.012,5.469,0.219,1.7612,0.08,0.6919,0.02,1.9669999999999987,2.28,0
9091411,10.432,0.008,4.798,0.136,1.6315,0.05,0.7819,0.01,84.2914,2.57,0
9092694,10.141,0.02,5.603,0.415,2.3374,0.19,0.4983,0.02,-66.13980000000001,1.78,0
9094127,10.273,0.016,6.805,0.415,1.7589,0.1,0.9732,0.03,-61.9045,43.7,0
9095346,10.358,0.008,4.323,0.151,2.0516,0.09,0.6293,0.01,82.523,1.55,0
9098658,10.285,0.008,3.141,0.083,1.7151,0.09,0.6768,0.02,50.247,1.89,0
9100587,10.019,0.02,3.554,0.249,1.9387,0.18,0.911,0.04,-32.7825,15.93,0
9101582,10.291,0.004,2.439,0.038,0.9971,0.04,0.9267,0.01,83.9419,7.89,0
9103216,10.388,0.008,4.612,0.173,2.332,0.11,0.5291,0.01,-36.83109999999999,1.08,0
9105124,10.271,0.016,6.436,0.513,3.2761,0.25,0.3781,0.01,37.0873,1.03,0
9106483,10.47,0.004,1.557,0.03,2.8747,0.16,0.837,0.02,12.515600000000006,3.42,0
9108583,10.255,0.012,3.312,0.204,3.3116,0.27,0.6495,0.02,35.1049,2.33,0
9110373,10.468,0.012,5.47,0.226,2.3952,0.1,0.759,0.02,-70.0818,2.49,0
9112391,10.007,0.016,3.698,0.241,2.1007,0.22,0.5223,0.03,-45.17939999999999,2.2,0
9113324,10.29,0.004,2.722,0.053,1.2763,0.05,0.918,0.02,69.1252,7.85,0
9114531,10.144,0.008,3.594,0.106,1.1221,0.06,0.7159,0.02,-84.1771,2.7,0
9116297,10.183,0.004,2.71,0.06,0.9948,0.05,0.8813,0.02,-60.1887,6.05,0
9119232,10.428,0.004,3.416,0.06,1.4784,0.05,0.5455,0.01,36.8907,0.84,0
9121173,10.494,0.008,4.224,0.113,2.0248,0.07,0.7608,0.01,19.7735,2.07,0
9123037,10.11,0.008,3.11,0.098,1.7266,0.14,0.3702,0.01,-59.8712,1.01,0
9125262,10.189,0.008,2.821,0.098,1.7339,0.11,0.8468,0.02,-31.1515,5.53,0
9126772,10.624,0.004,4.014,0.053,1.2742,0.03,0.7923,0.01,-75.4256,1.59,0
9129643,10.539,0.016,9.082,0.611,3.2215,0.16,0.6917,0.02,52.0996,2.11,0
9131265,10.485,0.004,4.743,0.083,1.1507,0.03,0.7204,0.01,85.9472,1.53,0
9132633,10.255,0.028,8.895,0.942,2.6232,0.22,0.805,0.04,24.7265,6.7,0
9133843,10.31,0.012,4.587,0.204,2.4216,0.14,0.469,0.01,72.0514,1.06,0
9135991,10.262,0.008,2.92,0.068,1.5287,0.08,0.6658,0.01,-35.71039999999999,1.81,0
9137545,9.995,0.016,3.999,0.234,1.5696,0.13,0.6186,0.03,65.85,2.94,0
9139293,10.313,0.016,7.732,0.573,2.91,0.2,0.3943,0.01,39.8873,1.03,0
9140633,10.259,0.008,3.267,0.098,1.7849,0.1,0.6502,0.02,-26.816599999999994,1.85,0
9142108,10.139,0.012,3.146,0.143,2.2081,0.18,0.5921,0.02,40.8263,2.06,0
9144377,10.215,0.012,3.251,0.151,2.2023,0.15,0.9351,0.03,46.8005,14.63,0
9146096,10.421,0.008,3.431,0.098,2.7467,0.14,0.3921,0.01,-61.7752,0.67,0
9147203,10.413,0.008,5.418,0.181,1.6903,0.06,0.8482,0.02,-15.786699999999996,4.43,0
9148965,10.379,0.044,15.168,2.737,3.9097,0.4,0.7898,0.04,2.7871999999999986,6.58,0
9150431,10.416,0.008,5.46,0.211,2.1345,0.09,0.656,0.01,-35.631,1.68,0
9152138,10.224,0.008,3.669,0.128,1.8538,0.11,0.4908,0.01,24.626900000000006,1.18,0
9153722,10.287,0.012,5.299,0.226,1.9779,0.1,0.4855,0.01,70.7519,1.15,0
9155184,10.399,0.008,5.74,0.166,1.3749,0.05,0.7034,0.01,-67.0733,1.97,0
9156677,10.342,0.004,4.342,0.053,0.6964,0.03,0.4304,0.01,-40.584,0.57,0
9158108,10.425,0.004,1.281,0.023,2.2374,0.14,0.8682,0.01,-24.105199999999996,4.51,0
9161416,10.418,0.008,6.192,0.241,2.0777,0.09,0.5317,0.01,54.5194,1.1,0
9162874,10.012,0.016,3.227,0.196,1.8923,0.18,0.8518,0.03,-82.9878,8.84,0
9164674,10.387,0.012,5.468,0.264,2.9346,0.16,0.3952,0.01,21.719700000000003,0.78,0
9166020,10.322,0.008,3.645,0.106,1.6456,0.07,0.8087,0.02,-76.6987,3.4,0
9168151,10.209,0.008,2.536,0.06,1.3455,0.07,0.9191,0.02,22.714600000000004,9.38,0
9169642,10.333,0.012,4.231,0.226,2.6532,0.16,0.8968,0.02,16.819699999999997,8.09,0
9170940,10.555,0.0,2.083,0.015,0.9816,0.04,0.4511,0.01,-36.965900000000005,0.47,0
9172705,9.996,0.012,2.039,0.068,1.8001,0.21,0.768,0.03,48.8362,5.06,0
9173509,10.028,0.008,1.943,0.053,1.1067,0.11,0.9008,0.02,-9.559599999999989,10.07,0
9174356,10.383,0.012,4.13,0.173,2.339,0.11,0.9736,0.02,-7.940299999999979,28.83,0
9176118,10.5,0.012,6.843,0.271,2.1838,0.08,0.6741,0.01,68.1773,1.69,0
9177951,10.088,0.008,3.394,0.098,1.2708,0.08,0.4531,0.01,-17.995900000000006,1.22,0
9179611,10.363,0.008,3.777,0.121,2.0303,0.09,0.6901,0.01,55.19,1.89,0
9181451,10.155,0.008,2.626,0.06,1.1377,0.06,0.8565,0.02,6.302499999999995,5.42,0
9184391,10.066,0.02,3.832,0.354,3.3192,0.39,0.433,0.02,29.2207,1.74,0
9186583,10.276,0.012,6.933,0.332,1.7104,0.09,0.5469,0.02,52.2153,1.6,0
9187925,10.385,0.012,7.148,0.286,1.6641,0.07,0.676,0.02,-14.708200000000005,2.12,0
9189661,10.119,0.008,2.053,0.053,1.9191,0.18,0.7306,0.02,18.211799999999997,3.36,0
9191104,10.352,0.004,3.132,0.06,1.4504,0.06,0.6616,0.01,-86.03659999999999,1.47,0
9192917,10.441,0.012,4.597,0.234,2.9733,0.15,0.8564,0.02,0.04800000000000182,4.82,0
9194557,10.256,0.008,3.741,0.121,1.5083,0.07,0.7771,0.02,-73.9747,3.19,0
9195988,10.194,0.004,2.245,0.038,1.2827,0.08,0.7389,0.02,18.790899999999993,2.56,0
9199078,10.141,0.008,2.298,0.038,1.246,0.09,0.7298,0.02,17.832499999999996,2.74,0
9200769,10.1,0.012,4.066,0.188,1.7242,0.12,0.4963,0.02,51.8894,1.57,0
9201926,10.245,0.012,4.308,0.204,2.2549,0.14,0.5635,0.02,-22.245900000000006,1.59,0
9203270,10.065,0.016,4.904,0.317,1.9399,0.16,0.4784,0.02,-23.3973,1.76,0
9205474,10.159,0.004,2.166,0.038,1.1614,0.09,0.6834,0.02,-13.572699999999998,2.14,0
9207429,10.473,0.016,7.969,0.482,2.7307,0.14,0.7391,0.02,-77.6594,2.74,0
9208682,10.14,0.016,4.979,0.302,1.9756,0.14,0.5871,0.02,22.714399999999998,2.21,0
9211157,10.281,0.012,6.825,0.286,1.8047,0.09,0.3471,0.01,81.859,0.76,0
9212873,10.434,0.012,6.283,0.279,2.8577,0.14,0.3203,0.01,10.720100000000002,0.56,0
9214339,10.333,0.012,5.38,0.234,2.0292,0.1,0.6553,0.02,51.8144,1.97,0
9216031,10.457,0.008,4.57,0.143,2.3709,0.1,0.4677,0.01,25.659000000000006,0.78,0
9217776,10.092,0.008,2.125,0.053,1.6601,0.15,0.7603,0.02,-79.8402,3.85,0
9219351,10.018,0.012,3.402,0.136,1.1483,0.07,0.7447,0.02,-12.861500000000007,4.03,0
9220513,10.286,0.012,5.053,0.264,2.2479,0.13,0.6353,0.02,-87.91159999999999,2.04,0
9223318,10.222,0.008,2.763,0.06,1.3224,0.07,0.7307,0.02,21.0638,2.42,0
9224716,10.155,0.036,6.43,1.116,4.2721,0.54,0.7393,0.04,57.8722,5.53,0
9225418,10.07,0.012,2.864,0.151,2.1555,0.2,0.7614,0.03,8.761700000000005,4.6,0
9228473,10.41,0.004,3.253,0.053,1.1898,0.03,0.667,0.01,-44.27429999999998,1.25,0
9231886,10.208,0.008,3.18,0.083,1.5396,0.09,0.4824,0.01,13.131900000000002,1.1,0
9234262,10.424,0.004,4.612,0.075,1.3004,0.04,0.329,0.0,61.827200000000005,0.42,0
9235884,10.097,0.008,1.723,0.045,1.6043,0.16,0.7784,0.02,22.589100000000002,4.17,0
9237863,10.206,0.008,2.933,0.09,1.6003,0.09,0.8636,0.02,15.193100000000001,5.94,0
9239918,10.22,0.02,4.507,0.362,3.1357,0.26,0.6698,0.03,-30.6592,2.87,0
9241835,10.245,0.004,2.679,0.045,1.2762,0.07,0.6216,0.01,-70.9757,1.47,0
9244412,10.547,0.008,3.46,0.098,3.1248,0.13,0.482,0.01,-51.0924,0.71,0
9248510,10.349,0.008,4.939,0.211,2.5006,0.13,0.4101,0.01,4.527299999999997,0.83,0
9250334,10.104,0.012,2.699,0.113,2.1565,0.2,0.6146,0.02,-51.786400000000015,2.35,0
9251927,10.282,0.004,3.08,0.068,1.2117,0.05,0.8698,0.02,61.3672,4.9,0
9253693,10.198,0.008,2.931,0.075,1.7219,0.11,0.4896,0.01,-68.4687,1.19,0
9255165,10.465,0.008,6.91,0.204,1.8194,0.06,0.4024,0.01,46.3714,0.63,0
9256846,10.255,0.012,2.849,0.121,2.6742,0.2,0.7154,0.02,-41.59270000000001,2.73,0
9258027,10.096,0.024,5.276,0.558,2.8551,0.3,0.6682,0.03,10.327200000000005,3.8,0
9259595,10.244,0.008,2.73,0.075,2.0192,0.13,0.6531,0.02,39.2052,1.95,0
9260963,10.151,0.008,3.051,0.106,1.4658,0.09,0.8789,0.02,62.1366,7.48,0
9262019,10.448,0.008,5.637,0.204,2.0048,0.08,0.7204,0.01,63.67,2.09,0
9263569,10.098,0.02,5.645,0.4,1.69,0.13,0.837,0.03,-77.5498,8.25,0
9264862,10.187,0.004,2.791,0.06,1.1689,0.06,0.6232,0.01,70.4474,1.62,0
9266060,10.161,0.016,4.035,0.219,2.0784,0.15,0.722,0.02,-60.26349999999999,3.4,0
9267524,10.024,0.008,2.214,0.053,1.1917,0.1,0.8871,0.03,57.7629,9.19,0
9268384,10.307,0.004,2.66,0.03,1.0989,0.05,0.4575,0.01,-77.1423,0.74,0
9269963,10.247,0.008,1.932,0.053,2.9693,0.26,0.6746,0.02,20.561000000000007,2.45,0
9271074,10.271,0.004,2.36,0.038,1.6439,0.1,0.5406,0.01,59.0085,1.16,0
9273894,10.416,0.012,5.932,0.256,2.1639,0.1,0.7262,0.02,68.8315,2.38,0
9275336,10.231,0.016,7.728,0.452,1.8062,0.11,0.496,0.02,-72.0684,1.55,0
9278206,10.27,0.02,6.517,0.475,2.3641,0.16,0.7944,0.03,-89.4052,5.01,0
9279688,10.331,0.004,2.822,0.053,1.4066,0.06,0.6727,0.01,-34.521799999999985,1.55,0
9282800,10.254,0.024,6.44,0.671,3.2605,0.28,0.7684,0.03,86.8721,4.83,0
9284260,10.412,0.008,3.057,0.106,2.6669,0.14,0.906,0.02,28.3303,6.95,0
9285917,10.164,0.008,1.944,0.053,2.0924,0.18,0.6909,0.02,64.1975,2.67,0
9287831,10.389,0.016,11.643,0.656,1.7005,0.09,0.5572,0.02,80.9925,1.79,0
9289264,10.339,0.012,4.078,0.166,2.2083,0.11,0.8243,0.02,-80.89150000000001,4.13,0
9290562,10.373,0.008,7.578,0.279,2.008,0.09,0.245,0.01,-56.5436,0.45,0
9292390,10.134,0.032,6.161,0.822,3.332,0.37,0.7396,0.04,4.757800000000003,5.31,0
9293659,10.36,0.004,3.942,0.075,0.9975,0.03,0.8072,0.01,-61.615399999999994,2.73,0
9295169,10.258,0.012,4.847,0.196,1.9671,0.11,0.4462,0.01,79.5314,1.04,0
9296341,10.392,0.004,4.101,0.09,1.7142,0.07,0.4281,0.01,4.589600000000004,0.68,0
9297859,10.073,0.008,2.35,0.06,1.6094,0.15,0.4422,0.02,54.6315,1.33,0
9299366,10.178,0.02,6.401,0.49,2.1183,0.16,0.7428,0.03,87.0077,4.47,0
9300892,10.221,0.02,3.327,0.294,3.9855,0.39,0.756,0.03,42.4633,4.23,0
9302116,10.201,0.016,3.933,0.271,3.1412,0.27,0.5062,0.02,43.9762,1.61,0
9303471,10.388,0.004,1.845,0.03,1.6274,0.09,0.5873,0.01,-80.8269,1.1,0
9306539,10.302,0.028,10.825,1.432,4.0159,0.37,0.363,0.02,-41.5317,1.17,0
9308022,10.225,0.012,3.96,0.166,2.2655,0.15,0.4146,0.01,-45.72140000000002,1.02,0
9309358,10.171,0.012,3.618,0.143,1.6129,0.09,0.7781,0.02,-63.6101,3.92,0
9310679,10.221,0.012,3.419,0.143,2.2353,0.15,0.6077,0.02,20.0792,1.86,0
9312150,10.056,0.012,3.885,0.188,1.4949,0.11,0.6754,0.02,59.1418,3.12,0
9313403,10.347,0.012,6.666,0.324,2.1657,0.11,0.4787,0.01,3.558899999999994,1.11,0
9314862,10.29,0.016,6.066,0.452,3.1888,0.23,0.4445,0.02,34.9423,1.21,0
9316360,10.335,0.008,4.871,0.188,2.0212,0.1,0.5482,0.01,34.902,1.26,0
9317855,10.511,0.008,5.959,0.173,1.9627,0.06,0.5222,0.01,-22.298900000000003,0.85,0
9319535,10.202,0.008,3.031,0.068,1.0975,0.05,0.7195,0.01,23.2577,2.29,0
9320723,10.369,0.008,3.257,0.106,2.7289,0.15,0.5131,0.01,78.5985,1.06,0
9325840,10.161,0.012,4.045,0.188,1.6163,0.1,0.8881,0.03,46.8204,9.09,0
9327490,10.218,0.008,3.272,0.075,1.438,0.08,0.4128,0.01,-86.446,0.85,0
9329032,10.079,0.028,9.581,0.965,1.6941,0.16,0.607,0.03,-55.537000000000006,3.84,0
9331416,10.286,0.008,4.824,0.136,1.566,0.07,0.3834,0.01,6.590299999999999,0.73,0
9332958,10.32,0.008,4.901,0.166,1.748,0.08,0.535,0.01,-81.629,1.18,0
9334220,10.451,0.008,7.321,0.226,1.4075,0.05,0.7031,0.01,-26.01740000000001,2.04,0
9335719,10.226,0.004,3.389,0.068,1.0602,0.05,0.5778,0.01,-10.346100000000007,1.27,0
9336486,10.035,0.016,3.665,0.226,1.9661,0.18,0.6407,0.03,29.5946,3.05,0
9337181,10.006,0.008,1.88,0.06,1.6252,0.19,0.6814,0.03,61.0458,3.29,0
9338468,10.267,0.008,4.367,0.128,1.4065,0.06,0.5858,0.01,-46.14490000000001,1.43,0
9339932,10.338,0.008,4.268,0.098,1.6203,0.07,0.3644,0.01,49.233,0.6,0
9341395,10.289,0.008,3.914,0.158,2.2547,0.13,0.5352,0.01,86.8567,1.3,0
9342624,10.266,0.004,2.717,0.053,1.3036,0.06,0.6618,0.01,32.3001,1.65,0
9344085,10.181,0.008,4.462,0.143,1.3292,0.07,0.4888,0.01,-58.81100000000001,1.2,0
9345641,10.303,0.008,4.886,0.113,1.0805,0.04,0.6038,0.01,24.302099999999996,1.37,0
9347299,10.378,0.004,4.451,0.075,1.0175,0.03,0.4769,0.01,57.0678,0.7,0
9348796,10.009,0.024,4.267,0.445,2.6548,0.32,0.6738,0.04,-79.9365,4.33,0
9350108,10.335,0.008,4.109,0.098,1.3021,0.05,0.6261,0.01,-66.5427,1.37,0
9350978,10.245,0.008,4.224,0.151,1.7686,0.09,0.5511,0.01,-53.9486,1.41,0
9352516,10.272,0.008,3.532,0.113,1.8749,0.1,0.5473,0.01,-2.7486999999999853,1.29,0
9354175,10.21,0.016,5.584,0.354,2.2557,0.16,0.5907,0.02,-59.4727,2.1,0
9355440,10.125,0.012,4.738,0.249,1.875,0.13,0.4524,0.02,-80.1998,1.38,0
9356872,10.417,0.008,4.451,0.113,1.8225,0.07,0.4894,0.01,13.382999999999996,0.82,0
9358478,10.281,0.008,2.958,0.09,2.031,0.12,0.6526,0.02,70.349,1.83,0
9361157,10.309,0.008,4.055,0.158,2.4012,0.14,0.4668,0.01,44.9285,1.02,0
9362531,10.538,0.012,5.948,0.264,2.9469,0.12,0.6719,0.01,87.9014,1.58,0
9364039,10.4,0.008,5.918,0.204,1.9514,0.08,0.4705,0.01,20.6387,0.88,0
9365339,10.299,0.008,5.508,0.151,1.3244,0.05,0.4253,0.01,-8.76339999999999,0.81,0
9366626,10.091,0.008,4.313,0.143,0.9668,0.06,0.6582,0.02,-60.46600000000001,2.43,0
9368071,10.225,0.012,5.218,0.249,1.8901,0.11,0.5349,0.02,-17.510199999999998,1.53,0
9369573,10.291,0.008,4.038,0.151,1.762,0.08,0.8168,0.02,-86.3428,4.06,0
9370938,10.379,0.004,2.739,0.038,1.5405,0.07,0.4689,0.01,6.742000000000004,0.74,0
9372229,10.091,0.02,5.346,0.384,2.1511,0.18,0.4867,0.02,85.5132,1.81,0
9373319,10.148,0.012,4.467,0.181,1.696,0.11,0.3809,0.01,-7.452600000000018,0.99,0
9374786,10.332,0.008,4.308,0.121,1.8164,0.08,0.3686,0.01,-22.953300000000013,0.65,0
9378422,10.13,0.004,2.202,0.038,0.9981,0.08,0.6823,0.02,30.7568,2.15,0
9380245,10.328,0.016,3.826,0.279,4.2801,0.34,0.5066,0.02,-58.43729999999999,1.38,0
9382019,10.517,0.004,3.496,0.045,1.2657,0.03,0.4852,0.01,-87.0231,0.55,0
9383526,10.363,0.004,1.996,0.038,2.3137,0.14,0.8328,0.02,-25.25920000000002,3.74,0
9384897,10.084,0.016,8.159,0.573,1.8881,0.16,0.2438,0.01,-84.4482,0.84,0
9386512,10.046,0.012,3.161,0.158,2.0304,0.19,0.5614,0.02,60.620999999999995,2.18,0
9388126,10.466,0.012,5.15,0.332,3.7879,0.22,0.6981,0.02,44.0646,2.13,0
9389474,10.472,0.016,10.171,0.678,2.3435,0.12,0.8547,0.02,48.4054,6.31,0
9391741,10.551,0.008,4.507,0.136,2.8437,0.11,0.4384,0.01,-83.3808,0.62,0
9393167,10.471,0.012,5.203,0.241,2.8986,0.14,0.689,0.02,-14.944900000000018,1.86,0
9394848,10.359,0.008,5.834,0.166,1.6896,0.07,0.2954,0.01,-57.90780000000001,0.49,0
9396018,10.182,0.008,3.083,0.083,1.4131,0.08,0.6164,0.02,48.2999,1.74,0
