# Results of Galfit fitting to the stellar mass projections of EAGLE galaxies at z=0.1
#
# COLUMN 1	[-]	Unique galaxy ID
# COLUMN 2	[-]	best-fit integrated stellar mass log(Mstar/Msun) from Galfit 
# COLUMN 3	[-]	uncertainty on the best-fit integrated stellar mass log(Mstar/Msun) from Galfit
# COLUMN 4	[kpc]	best-fit semi-major axis from Galfit 
# COLUMN 5	[kpc]	uncertainty on the best-fit semi-major axis from Galfit 
# COLUMN 6	[-]	best-fit Sersic index from Galfit
# COLUMN 7	[-]	uncertainty on the best-fit Sersic index from Galfit
# COLUMN 8	[-]	best-fit axis ratio from Galfit
# COLUMN 9	[-]	uncertainty on the best-fit axis ratio from Galfit
# COLUMN 10	[deg]	best-fit position angle from Galfit 
# COLUMN 11	[deg]	uncertainty on the best-fit position angle from Galfit
# COLUMN 12	[-]	quality flag (see description in Section 3.2.3)
#
GalaxyID,galfit_lmstar,galfit_dlmstar,galfit_re,galfit_dre,galfit_n,galfit_dn,galfit_q,galfit_dq,galfit_PA,galfit_dPA,flag
10222240,10.345,0.004,3.06,0.06,1.3194,0.05,0.747,0.01,57.7158,2.06,0
10223986,10.179,0.008,2.596,0.068,1.8818,0.14,0.5697,0.02,60.003299999999996,1.63,0
10225164,10.009,0.012,2.871,0.121,1.3935,0.11,0.8905,0.03,-14.516099999999994,10.83,0
10226252,10.115,0.012,4.534,0.181,1.1156,0.06,0.8382,0.02,14.738100000000003,6.36,0
10228159,10.196,0.052,10.781,2.578,4.2496,0.6,0.9121,0.06,-56.1142,21.91,0
10229106,10.008,0.008,2.713,0.09,1.3033,0.11,0.7053,0.02,-67.271,3.34,0
10230193,10.007,0.016,3.943,0.241,1.8257,0.17,0.5551,0.02,-38.14929999999998,2.35,0
10231286,10.1,0.028,7.737,0.792,2.0274,0.19,0.738,0.04,80.8185,5.82,0
10232229,10.148,0.008,2.442,0.06,1.3004,0.08,0.9505,0.02,61.712599999999995,17.45,0
10234446,10.196,0.012,3.727,0.181,2.4286,0.18,0.4816,0.02,-39.65219999999999,1.35,0
10237264,10.032,0.012,3.283,0.166,1.7072,0.15,0.7086,0.03,-33.65809999999999,3.72,0
10238906,10.053,0.012,4.807,0.219,1.2857,0.08,0.5429,0.02,46.4186,1.97,0
10239638,10.065,0.012,4.003,0.188,1.3756,0.09,0.7352,0.02,-9.98230000000001,3.93,0
10244345,10.254,0.04,11.362,1.937,3.9402,0.44,0.5491,0.03,67.7618,2.56,0
10245548,10.097,0.012,3.389,0.166,1.8027,0.14,0.7604,0.03,-15.764700000000005,4.24,0
10247408,10.312,0.008,3.483,0.136,2.3312,0.13,0.7472,0.02,43.6409,2.76,0
10249248,10.041,0.02,4.521,0.362,2.0453,0.19,0.789,0.04,45.8953,6.43,0
10251667,10.252,0.012,4.136,0.241,2.8093,0.2,0.5552,0.02,-65.8266,1.65,0
10254838,10.255,0.02,7.822,0.588,2.5434,0.18,0.4278,0.02,35.7692,1.27,0
10255927,10.31,0.004,4.081,0.09,1.1552,0.04,0.6535,0.01,80.9876,1.54,0
10256788,10.068,0.008,3.133,0.113,1.5895,0.13,0.5138,0.02,4.021699999999996,1.63,0
10258829,10.388,0.016,7.97,0.565,2.618,0.15,0.7622,0.02,-29.513300000000015,3.66,0
10259859,10.15,0.012,2.653,0.121,2.4054,0.21,0.8168,0.03,41.5846,5.44,0
10262736,10.231,0.012,4.53,0.204,1.864,0.11,0.6806,0.02,40.2314,2.45,0
10264692,10.175,0.008,3.92,0.128,1.4401,0.08,0.5103,0.01,64.6895,1.31,0
10265954,10.066,0.016,4.186,0.249,1.8888,0.16,0.5957,0.02,-50.6619,2.48,0
10269193,10.183,0.032,7.052,0.89,3.1044,0.31,0.8201,0.04,-36.38589999999999,7.86,0
10274266,10.168,0.016,7.163,0.422,1.5339,0.1,0.6061,0.02,-65.0129,2.51,0
10276058,10.104,0.016,4.205,0.241,1.8284,0.13,0.7247,0.03,26.688000000000002,3.81,0
10277848,10.029,0.012,2.898,0.151,1.9786,0.19,0.7222,0.03,33.018,4.05,0
10279009,10.511,0.004,3.742,0.075,1.6065,0.04,0.8365,0.01,13.770399999999995,2.76,0
10282281,9.967,0.012,2.814,0.136,1.6265,0.17,0.69,0.03,23.980599999999995,3.76,0
10284427,10.244,0.008,4.38,0.151,1.6234,0.08,0.5421,0.01,-42.23509999999999,1.34,0
10288862,10.131,0.008,2.339,0.075,1.9303,0.16,0.9021,0.03,-12.864800000000002,10.17,0
10289727,10.026,0.016,5.007,0.271,1.4212,0.11,0.5329,0.02,88.066,2.11,0
10290858,10.099,0.012,3.425,0.136,1.4866,0.1,0.7057,0.02,54.7729,3.1,0
10294382,10.194,0.012,5.876,0.241,1.5888,0.09,0.3683,0.01,43.8078,0.91,0
10295106,10.107,0.008,3.65,0.121,1.3334,0.08,0.5244,0.02,87.8378,1.51,0
10297071,10.27,0.008,2.994,0.068,1.2518,0.05,0.8334,0.02,-46.9256,3.8,0
10297941,10.065,0.012,3.683,0.181,1.5006,0.1,0.9022,0.03,-50.502399999999994,12.13,0
10302220,10.104,0.012,3.063,0.136,1.8925,0.15,0.723,0.02,-43.586299999999994,3.49,0
10303119,10.019,0.008,2.641,0.09,1.4223,0.13,0.6818,0.02,17.4191,3.08,0
10304059,10.161,0.008,2.793,0.09,1.6961,0.12,0.7743,0.02,15.453800000000001,3.74,0
10304880,10.15,0.012,3.671,0.151,1.5603,0.09,0.7961,0.02,-36.01910000000001,4.5,0
10305995,10.209,0.012,6.669,0.347,1.8566,0.11,0.3837,0.01,37.5595,1.02,0
10309038,10.085,0.012,4.039,0.196,1.4598,0.09,0.8286,0.03,67.1482,6.39,0
10311974,10.031,0.02,2.934,0.249,2.7727,0.33,0.9173,0.04,79.4711,18.05,0
10313010,10.11,0.008,3.657,0.106,1.2366,0.07,0.453,0.01,-19.678200000000004,1.15,0
10315384,10.15,0.012,2.725,0.128,2.2117,0.18,0.9671,0.03,-80.2942,32.78,0
10318135,10.166,0.06,13.221,3.536,4.0734,0.63,0.7309,0.05,-9.001300000000015,7.22,0
10319358,10.081,0.012,2.567,0.106,1.8254,0.16,0.8894,0.03,-52.0638,9.83,0
10320321,10.064,0.016,3.331,0.219,2.1897,0.2,0.8316,0.03,22.070499999999996,7.35,0
10322482,10.138,0.024,5.984,0.543,2.3346,0.2,0.7988,0.04,-89.5656,6.58,0
10323277,10.151,0.024,6.882,0.603,2.1609,0.18,0.7316,0.03,-63.872699999999995,4.72,0
10324278,10.314,0.02,5.49,0.498,3.4684,0.27,0.8771,0.03,-59.88550000000001,8.35,0
10326235,10.085,0.008,3.667,0.136,1.3275,0.08,0.5745,0.02,8.745500000000007,1.86,0
10329241,10.109,0.02,5.275,0.415,2.3997,0.21,0.5286,0.02,87.8361,2.07,0
10334457,10.214,0.024,8.312,0.769,2.1841,0.17,0.8005,0.03,-67.7045,6.7,0
10335384,10.032,0.016,2.841,0.204,2.6096,0.3,0.7838,0.04,-2.0892000000000053,6.06,0
10338653,10.14,0.004,1.831,0.045,1.4073,0.12,0.661,0.02,-32.519499999999994,2.22,0
10339665,10.119,0.02,4.45,0.369,2.7733,0.26,0.5756,0.03,61.1863,2.38,0
10342136,10.033,0.008,2.222,0.053,1.409,0.14,0.5733,0.02,-49.8535,2.02,0
10343838,10.214,0.028,8.417,0.829,2.2655,0.19,0.8578,0.04,-68.4243,10.01,0
10344939,10.137,0.024,7.872,0.769,2.6659,0.25,0.3521,0.02,-29.57159999999999,1.27,0
10345837,10.058,0.016,3.065,0.181,2.0349,0.18,0.9244,0.04,-72.949,16.82,0
10346978,10.159,0.008,2.536,0.068,1.4675,0.09,0.8918,0.02,17.777699999999996,7.86,0
10347871,10.152,0.012,4.104,0.226,2.2063,0.17,0.5821,0.02,63.3108,2.03,0
10348674,10.157,0.016,4.976,0.249,1.4566,0.08,0.9135,0.03,89.7004,13.19,0
10349359,10.443,0.008,7.903,0.271,2.0508,0.08,0.2823,0.01,35.0283,0.46,0
10350100,10.063,0.028,7.481,0.829,2.427,0.26,0.4761,0.03,-77.1226,2.23,0
10353851,10.078,0.02,4.028,0.309,2.5991,0.26,0.5493,0.03,-44.755600000000015,2.28,0
10354999,10.043,0.012,2.206,0.068,1.6364,0.15,0.9572,0.03,59.604,26.82,0
10356598,10.059,0.012,3.496,0.181,1.906,0.16,0.5896,0.02,49.5672,2.33,0
10357348,10.115,0.012,3.995,0.151,1.4765,0.09,0.518,0.02,-32.07839999999999,1.52,0
10358634,10.077,0.036,6.655,0.98,3.0124,0.37,0.8032,0.05,-23.539600000000007,8.6,0
10359576,10.261,0.02,4.629,0.392,3.5907,0.3,0.6002,0.02,-31.883100000000013,2.13,0
10360860,10.065,0.024,7.095,0.656,1.8745,0.17,0.6704,0.03,-17.319000000000017,4.29,0
10361791,10.045,0.012,6.653,0.286,1.1306,0.08,0.2841,0.01,-16.704099999999983,0.85,0
10362672,10.019,0.024,5.67,0.505,1.9109,0.18,0.6904,0.03,23.394199999999998,4.58,0
10363689,10.121,0.012,2.924,0.151,2.2481,0.2,0.8158,0.03,-18.544899999999984,5.76,0
10365608,10.112,0.024,4.779,0.445,2.7378,0.27,0.7008,0.03,2.622799999999998,4.02,0
10366588,10.012,0.024,4.685,0.43,2.219,0.23,0.7033,0.04,36.6005,4.73,0
10367906,10.071,0.012,6.206,0.271,1.1201,0.07,0.4129,0.01,-84.0338,1.28,0
10370027,10.099,0.016,3.976,0.294,2.6111,0.25,0.5803,0.03,29.4548,2.42,0
10372952,10.036,0.012,2.751,0.136,2.0508,0.21,0.6582,0.03,80.2365,3.11,0
10374092,10.091,0.008,4.113,0.143,1.0563,0.06,0.6585,0.02,25.824799999999996,2.46,0
10375596,10.255,0.008,3.298,0.098,1.652,0.08,0.7327,0.02,54.0964,2.56,0
10376427,10.066,0.008,2.396,0.053,1.4023,0.13,0.5454,0.02,-20.64409999999998,1.72,0
10377622,10.036,0.02,3.671,0.286,2.4191,0.25,0.6882,0.03,69.43299999999999,3.94,0
10382479,10.079,0.008,2.376,0.053,1.3443,0.12,0.5289,0.02,78.7535,1.57,0
10383398,10.03,0.02,5.078,0.415,1.915,0.18,0.7342,0.03,-65.821,5.21,0
10387804,10.123,0.048,9.773,1.802,3.0339,0.39,0.8795,0.06,31.5054,16.93,0
10388775,10.173,0.016,3.362,0.204,2.9256,0.26,0.5609,0.02,-79.7428,1.95,0
10390334,10.026,0.012,4.014,0.211,1.8428,0.16,0.3877,0.02,-89.9253,1.32,0
10391043,10.058,0.012,2.06,0.068,2.0971,0.23,0.8061,0.03,-35.321200000000005,5.83,0
10392036,10.226,0.012,4.324,0.196,2.1317,0.13,0.486,0.01,75.7332,1.27,0
10392878,9.989,0.02,5.457,0.43,1.5419,0.14,0.7843,0.04,-14.997700000000009,7.21,0
10396159,10.178,0.008,2.977,0.098,1.7684,0.12,0.6381,0.02,56.5422,2.04,0
10399381,10.125,0.008,3.406,0.106,1.2071,0.06,0.6915,0.02,59.7218,2.55,0
10400501,10.067,0.008,2.197,0.053,1.5855,0.15,0.6911,0.02,44.7369,2.97,0
10403335,10.197,0.016,8.599,0.596,2.2036,0.16,0.2877,0.01,1.0080999999999989,0.84,0
10404442,10.114,0.052,12.245,2.548,2.9339,0.41,0.7629,0.06,45.1373,9.01,0
10406313,10.314,0.02,6.225,0.452,2.4878,0.16,0.9584,0.03,-0.8446999999999889,25.93,0
10408026,10.08,0.02,4.843,0.392,2.4801,0.24,0.5223,0.02,52.0254,2.12,0
10412989,10.24,0.024,10.709,0.988,2.2582,0.18,0.48,0.02,-9.3082,1.83,0
10413745,10.104,0.008,5.393,0.188,1.2015,0.07,0.3445,0.01,-53.7414,0.89,0
10414449,10.162,0.016,2.576,0.173,3.2671,0.33,0.935,0.03,12.967600000000004,18.18,0
10416763,10.063,0.024,6.148,0.513,1.8153,0.16,0.7605,0.04,-71.1129,5.97,0
10417879,10.093,0.008,2.595,0.068,1.6085,0.14,0.4794,0.02,8.798500000000004,1.39,0
10420477,10.201,0.012,5.832,0.241,1.5388,0.08,0.4263,0.01,66.0804,1.09,0
10421754,10.072,0.008,3.446,0.106,1.1418,0.07,0.5149,0.02,-64.5035,1.49,0
10422406,10.154,0.008,2.66,0.075,1.3799,0.08,0.8648,0.02,-14.96120000000002,6.17,0
10423373,10.044,0.016,4.208,0.271,1.6471,0.13,0.955,0.04,60.8505,31.38,0
10425479,10.114,0.008,3.07,0.09,1.3429,0.09,0.6155,0.02,-20.552400000000006,1.97,0
10430183,10.191,0.02,10.393,0.792,1.7759,0.13,0.4229,0.02,-66.056,1.54,0
10431234,10.046,0.028,6.709,0.761,2.8382,0.32,0.3473,0.02,-23.6935,1.47,0
10435971,10.089,0.012,2.916,0.106,1.451,0.1,0.8498,0.03,47.9962,6.56,0
10437671,10.016,0.016,3.944,0.226,1.8541,0.17,0.4782,0.02,-9.481899999999996,1.8,0
10438464,10.126,0.016,2.844,0.181,2.7193,0.26,0.9173,0.03,-71.8239,14.5,0
10441838,10.033,0.012,2.815,0.128,1.5886,0.13,0.9369,0.03,-28.59129999999999,19.26,0
10443503,10.043,0.016,3.148,0.188,2.0295,0.19,0.8394,0.03,-36.80619999999999,7.79,0
10444584,10.141,0.008,4.758,0.158,1.067,0.05,0.6097,0.02,-85.4679,1.95,0
10445519,10.184,0.024,7.221,0.648,2.469,0.2,0.5734,0.02,-71.3593,2.4,0
10446679,10.199,0.008,4.75,0.158,1.1922,0.06,0.6701,0.02,17.8395,2.27,0
10447830,10.167,0.016,3.687,0.204,2.082,0.15,0.9587,0.03,-56.6489,26.62,0
10450102,10.218,0.02,6.821,0.467,1.8454,0.12,0.8637,0.03,-84.4318,8.88,0
10451080,9.989,0.016,4.183,0.219,1.4033,0.11,0.5849,0.02,37.5541,2.53,0
10452290,10.104,0.008,2.451,0.083,1.6448,0.13,0.8761,0.03,55.6203,7.93,0
10455657,10.116,0.016,5.72,0.286,1.41,0.09,0.5928,0.02,6.753399999999999,2.29,0
10464464,10.059,0.012,2.981,0.128,1.556,0.12,0.8886,0.03,30.21,10.1,0
10467986,10.002,0.016,3.202,0.173,1.8901,0.19,0.5947,0.03,-79.8507,2.65,0
10468842,10.165,0.012,6.576,0.302,1.4497,0.08,0.419,0.01,14.166899999999998,1.18,0
10470274,10.149,0.012,3.201,0.158,2.6261,0.23,0.4619,0.02,5.855500000000006,1.42,0
10473451,10.229,0.004,3.62,0.083,1.2732,0.06,0.4326,0.01,45.8962,0.85,0
10474323,10.177,0.008,2.932,0.09,1.9495,0.14,0.4827,0.02,6.107600000000005,1.27,0
10476385,10.08,0.008,3.273,0.113,1.4768,0.11,0.546,0.02,64.3519,1.73,0
10477260,10.169,0.008,2.829,0.06,1.3021,0.08,0.509,0.01,-72.3484,1.2,0
10478219,10.011,0.024,3.908,0.362,2.4751,0.28,0.7504,0.04,-77.1388,5.67,0
10479082,10.114,0.016,5.116,0.302,1.922,0.14,0.47,0.02,-53.6973,1.55,0
10480765,10.098,0.008,2.93,0.09,1.2067,0.07,0.791,0.02,48.8735,4.18,0
10483289,10.016,0.008,3.66,0.136,1.2788,0.09,0.4191,0.02,2.3396000000000043,1.29,0
10485459,10.143,0.02,6.133,0.422,1.6732,0.12,0.8832,0.03,-44.0607,11.46,0
10487263,10.219,0.008,3.318,0.098,1.716,0.1,0.5277,0.01,24.574799999999996,1.29,0
10493262,10.13,0.024,5.599,0.603,3.4054,0.36,0.4193,0.02,33.4028,1.58,0
10495333,10.069,0.016,2.706,0.158,2.4742,0.26,0.7409,0.03,60.6178,4.39,0
10506037,10.0,0.008,4.541,0.158,1.0422,0.07,0.3464,0.01,10.085400000000007,1.03,0
10507083,10.136,0.008,3.336,0.083,1.2036,0.07,0.4292,0.01,56.5498,1.0,0
10508211,10.01,0.008,3.564,0.128,1.0839,0.07,0.5914,0.02,-2.94459999999998,2.16,0
10508997,10.206,0.008,3.428,0.128,1.9284,0.12,0.5826,0.02,-61.0433,1.68,0
10509868,10.029,0.012,4.626,0.219,1.1182,0.07,0.7456,0.03,-34.7226,4.47,0
10510725,9.984,0.012,3.009,0.121,1.2163,0.09,0.8243,0.03,61.5283,6.57,0
10513357,10.106,0.012,3.302,0.158,2.0203,0.17,0.5685,0.02,-51.150199999999984,2.02,0
10515382,10.265,0.02,8.041,0.58,2.2498,0.15,0.5365,0.02,-47.27089999999998,1.81,0
10520697,10.091,0.012,2.521,0.098,1.908,0.17,0.7645,0.03,-87.6373,4.19,0
10525702,10.113,0.016,5.871,0.324,1.8305,0.13,0.3471,0.01,-47.6516,1.04,0
10526687,10.068,0.016,2.684,0.166,2.8573,0.33,0.627,0.03,-28.99199999999999,2.94,0
10527503,10.17,0.016,4.07,0.294,2.6378,0.22,0.7916,0.03,-61.800399999999996,5.19,0
10530947,10.136,0.024,8.251,0.792,2.3328,0.21,0.4538,0.02,-39.32330000000002,1.81,0
10534861,10.215,0.016,8.539,0.596,2.3021,0.17,0.2925,0.01,3.9732999999999947,0.83,0
10535451,10.037,0.012,3.14,0.136,1.3945,0.1,0.7987,0.03,39.3294,5.34,0
10536220,10.028,0.016,3.024,0.181,1.9934,0.19,0.8734,0.04,19.532700000000006,10.24,0
10538658,10.111,0.012,3.684,0.196,2.4598,0.22,0.3785,0.02,39.7416,1.18,0
10542488,10.129,0.012,5.003,0.211,1.6859,0.11,0.3143,0.01,32.9235,0.84,0
10545920,10.056,0.012,4.322,0.204,1.2792,0.08,0.7981,0.03,-0.555499999999995,5.6,0
10557408,10.026,0.02,6.124,0.43,1.7989,0.16,0.3751,0.02,-49.6378,1.4,0
10559001,9.953,0.012,2.497,0.09,1.0522,0.08,0.9676,0.03,-45.8827,38.34,0
10559709,10.078,0.016,3.809,0.264,2.2189,0.2,0.7797,0.03,57.371,5.44,0
10560687,10.079,0.016,6.399,0.354,1.6451,0.12,0.3154,0.01,-77.2944,0.99,0
10564851,10.181,0.004,2.979,0.06,0.8722,0.04,0.8372,0.02,-55.8154,4.2,0
10565599,10.288,0.016,5.308,0.437,3.7835,0.3,0.4268,0.02,-51.79259999999999,1.18,0
10566589,10.1,0.008,2.631,0.06,1.1519,0.08,0.6384,0.02,-70.5725,2.03,0
10567567,10.039,0.02,3.521,0.286,2.4546,0.26,0.8281,0.04,2.680400000000006,7.96,0
10568231,10.076,0.024,7.87,0.701,2.0046,0.18,0.4185,0.02,3.3765999999999963,1.72,0
10570406,10.09,0.012,5.579,0.226,1.1698,0.07,0.432,0.01,32.2227,1.27,0
10574373,10.092,0.016,4.285,0.271,2.0866,0.17,0.6016,0.02,-61.043499999999995,2.5,0
10575287,10.558,0.004,4.737,0.068,1.3067,0.03,0.5527,0.01,-46.643,0.69,0
10578109,10.722,0.012,9.105,0.52,4.5649,0.18,0.4227,0.01,54.219,0.58,0
10580488,10.856,0.004,4.367,0.09,3.2261,0.07,0.8256,0.01,-64.1368,1.68,0
10586238,11.06,0.0,2.297,0.008,1.3618,0.02,0.5136,0.0,79.5586,0.24,0
10597837,10.839,0.0,3.224,0.015,1.5138,0.03,0.4065,0.0,64.34819999999999,0.25,0
10601228,10.824,0.004,4.565,0.136,5.2476,0.16,0.3105,0.0,36.6616,0.3,0
10603735,10.377,0.016,6.09,0.407,2.8661,0.17,0.8238,0.02,66.146,4.79,0
10604961,10.543,0.008,4.629,0.204,3.6,0.16,0.5528,0.01,-32.00399999999999,0.99,0
10606631,10.581,0.004,4.662,0.068,1.2035,0.03,0.7519,0.01,-47.745900000000006,1.45,0
10608672,10.407,0.012,3.881,0.188,3.2267,0.19,0.6518,0.02,-87.1442,1.75,0
10609464,10.418,0.004,4.359,0.098,1.3038,0.04,0.7774,0.01,-20.80340000000001,2.33,0
10610438,10.435,0.008,4.824,0.173,2.3893,0.1,0.5675,0.01,-48.36789999999999,1.14,0
10611625,10.077,0.008,2.525,0.068,1.6794,0.15,0.5347,0.02,-79.6136,1.74,0
10612687,10.244,0.008,5.025,0.151,1.504,0.07,0.3421,0.01,-28.975799999999992,0.69,0
10613617,10.661,0.004,3.672,0.038,1.2493,0.02,0.5634,0.0,16.619799999999998,0.54,0
10615048,10.064,0.024,5.229,0.52,2.2795,0.23,0.8846,0.04,-76.1217,13.66,0
10616039,10.152,0.012,5.779,0.249,1.449,0.08,0.4409,0.01,-67.7658,1.23,0
10616939,10.15,0.016,5.595,0.347,1.8022,0.12,0.6708,0.02,41.3076,3.09,0
10617795,10.282,0.004,2.09,0.038,1.8352,0.12,0.6732,0.02,-50.27789999999999,1.86,0
10619188,10.513,0.004,5.061,0.098,1.6535,0.05,0.3907,0.01,30.223599999999998,0.48,0
10620766,10.476,0.012,6.837,0.286,2.5247,0.11,0.4518,0.01,-49.36160000000001,0.81,0
10621919,10.044,0.008,2.147,0.06,1.5852,0.16,0.527,0.02,-19.39609999999999,1.79,0
10623314,10.289,0.008,3.277,0.09,1.5321,0.07,0.9482,0.02,-2.153899999999993,14.09,0
10624028,10.153,0.016,3.783,0.302,3.2357,0.32,0.5546,0.02,-10.148200000000003,2.09,0
10624966,10.108,0.008,3.345,0.113,1.3038,0.08,0.6637,0.02,25.486400000000003,2.4,0
10625818,10.171,0.008,2.625,0.053,1.329,0.09,0.5898,0.01,29.664700000000003,1.54,0
10627694,10.727,0.016,14.078,0.897,3.1413,0.13,0.7852,0.02,-68.8211,2.87,0
10629927,10.439,0.008,3.698,0.128,2.4726,0.11,0.8718,0.02,27.448500000000003,4.8,0
10632941,10.872,0.004,7.451,0.121,2.0239,0.03,0.5403,0.0,13.193700000000007,0.48,0
10637654,10.269,0.008,2.255,0.075,2.5456,0.18,0.9854,0.02,-8.644599999999997,58.51,0
10639642,10.541,0.008,5.595,0.226,2.9675,0.12,0.5473,0.01,83.1675,0.97,0
10642204,10.399,0.0,2.182,0.023,0.9284,0.05,0.4579,0.01,4.166300000000007,0.62,0
10644457,10.496,0.008,4.306,0.128,2.3545,0.09,0.6862,0.01,-80.6674,1.52,0
10645725,10.683,0.004,5.056,0.098,2.1697,0.05,0.4762,0.01,25.389799999999994,0.5,0
10649316,10.514,0.004,4.546,0.068,1.4308,0.04,0.3041,0.0,36.8815,0.34,0
10651124,10.764,0.0,3.199,0.023,1.318,0.02,0.6245,0.0,-4.1954000000000065,0.55,0
10653919,10.552,0.008,9.32,0.271,1.8814,0.06,0.3019,0.0,82.1816,0.41,0
10655576,10.436,0.004,3.319,0.053,1.2632,0.03,0.7726,0.01,39.9926,1.94,0
10658007,10.536,0.004,4.779,0.075,1.0773,0.03,0.7646,0.01,20.716700000000003,1.67,0
10660490,10.049,0.012,3.932,0.166,1.5391,0.12,0.3959,0.02,-9.658999999999992,1.21,0
10661222,10.348,0.004,3.372,0.045,0.8856,0.03,0.563,0.01,3.288899999999998,0.89,0
10663959,10.16,0.008,1.965,0.053,1.882,0.16,0.9121,0.02,55.0732,10.51,0
10664750,10.358,0.008,4.246,0.158,2.6409,0.14,0.3474,0.01,-54.55279999999999,0.66,0
10665677,10.353,0.008,3.443,0.136,2.7174,0.16,0.5862,0.01,-60.77080000000001,1.41,0
10666540,10.059,0.016,1.922,0.158,3.9097,0.56,0.9503,0.05,-56.1191,31.35,0
10667288,10.247,0.008,3.558,0.121,1.7512,0.09,0.6584,0.02,23.5184,1.96,0
10668209,9.972,0.012,1.829,0.075,2.0365,0.27,0.8261,0.04,64.2704,7.69,0
10669399,10.022,0.012,3.142,0.143,1.5624,0.13,0.729,0.03,-48.90960000000001,3.99,0
10670174,10.033,0.028,3.348,0.422,3.666,0.52,0.835,0.05,-33.6361,9.74,0
10672055,11.266,0.004,10.616,0.166,3.4509,0.04,0.4337,0.0,-42.739900000000006,0.21,0
10687443,10.715,0.004,5.356,0.113,2.4507,0.06,0.4983,0.01,42.5895,0.53,0
10690127,10.704,0.004,3.158,0.045,3.1909,0.1,0.2954,0.0,-36.3844,0.3,0
10692477,10.728,0.008,5.806,0.188,3.0014,0.09,0.897,0.01,-44.02719999999999,4.17,0
10694572,10.383,0.004,4.058,0.083,1.5501,0.06,0.3922,0.01,-34.95349999999999,0.59,0
10696181,10.52,0.016,7.172,0.437,3.1932,0.16,0.8078,0.02,-36.96370000000002,3.53,0
10697455,10.422,0.004,3.949,0.053,0.7654,0.02,0.8562,0.01,-55.1602,3.14,0
10699222,10.272,0.012,3.159,0.158,2.7585,0.19,0.901,0.03,-74.2827,8.98,0
10700169,10.291,0.008,5.072,0.181,1.631,0.07,0.6052,0.01,13.974500000000006,1.61,0
10701170,10.149,0.008,2.341,0.068,2.0422,0.17,0.6261,0.02,-87.137,2.15,0
10701959,10.28,0.012,4.405,0.158,1.5061,0.07,0.9778,0.02,76.8602,38.78,0
10703704,9.973,0.016,2.735,0.166,2.3167,0.29,0.6093,0.03,67.276,3.13,0
10705995,11.25,0.004,7.305,0.143,4.9942,0.08,0.4946,0.0,11.7222,0.27,0
10724785,10.615,0.008,6.705,0.196,2.2536,0.07,0.5357,0.01,-62.4717,0.78,0
10728998,10.645,0.004,3.364,0.03,1.4371,0.03,0.3353,0.0,-55.1151,0.29,0
10731311,10.591,0.008,7.157,0.241,2.1204,0.07,0.7694,0.01,46.8578,2.23,0
10733159,10.534,0.004,3.899,0.09,2.0641,0.07,0.7003,0.01,73.4415,1.4,0
10735088,10.388,0.008,4.108,0.09,1.1964,0.04,0.9817,0.02,-85.5865,33.82,0
10736950,10.27,0.012,4.524,0.181,1.7647,0.09,0.734,0.02,-2.0500999999999863,2.82,0
10738667,10.069,0.012,3.709,0.196,2.0384,0.18,0.4682,0.02,77.492,1.59,0
10740680,10.832,0.004,6.888,0.113,2.1621,0.04,0.44,0.0,-27.670600000000007,0.35,0
10744411,10.552,0.004,4.277,0.068,1.8077,0.05,0.3101,0.0,45.6407,0.34,0
10747783,10.508,0.008,4.851,0.166,2.2449,0.08,0.9322,0.02,-5.142899999999997,8.83,0
10750094,10.364,0.004,2.536,0.023,0.7449,0.04,0.4485,0.01,52.3006,0.59,0
10751314,10.427,0.008,4.855,0.181,2.5918,0.12,0.4246,0.01,1.1419000000000068,0.74,0
10752582,10.29,0.008,4.157,0.098,1.2828,0.05,0.5237,0.01,81.6947,1.05,0
10753341,10.363,0.004,2.585,0.03,1.341,0.06,0.489,0.01,-34.531499999999994,0.77,0
10754647,10.075,0.02,4.596,0.354,2.4033,0.23,0.5288,0.02,-47.84819999999999,2.15,0
10756039,10.223,0.008,2.535,0.06,1.4861,0.08,0.9286,0.02,-60.13329999999999,10.65,0
10763261,10.041,0.012,4.721,0.219,1.1137,0.07,0.7383,0.02,3.8412000000000006,4.26,0
10764228,9.996,0.016,3.528,0.219,1.6942,0.15,0.8623,0.04,-82.42699999999999,9.87,0
10766286,10.105,0.016,3.874,0.211,1.9086,0.15,0.7141,0.03,-89.8753,3.56,0
10767899,9.986,0.012,4.134,0.196,1.1741,0.08,0.6637,0.02,87.1809,3.28,0
10770393,10.18,0.008,2.479,0.053,1.7423,0.13,0.5687,0.02,-45.09379999999999,1.58,0
10771908,10.002,0.012,4.016,0.166,1.1881,0.08,0.5031,0.02,32.5143,1.74,0
10773627,10.064,0.008,5.109,0.158,0.995,0.06,0.2906,0.01,17.896299999999997,0.75,0
10774875,10.01,0.016,3.458,0.188,1.6042,0.14,0.7572,0.03,60.9491,4.89,0
10775512,10.17,0.012,2.697,0.098,1.9172,0.14,0.879,0.02,62.4554,7.59,0
10776576,10.163,0.008,2.592,0.068,1.3609,0.08,0.8297,0.02,9.111000000000004,4.66,0
10779108,10.085,0.012,2.557,0.098,1.8585,0.16,0.8215,0.03,59.3184,5.81,0
10779975,10.007,0.012,3.442,0.151,1.3211,0.1,0.6662,0.02,-9.1404,3.04,0
10784741,10.022,0.008,2.663,0.068,1.3505,0.12,0.5008,0.02,-29.40960000000001,1.63,0
