GalaxyID,MassType_Star,MassType_Gas,MassType_DM,MassType_BH,BlackHoleMass,InitialMassWeightedStellarAge,StarFormationRate
2,7.3412665E10,0.0,1.21672827E11,8.6960102E8,7.8847322E8,9.8952465,0.0
13632,7.2376558E10,0.0,1.36894054E11,1.21930848E8,7.7330176E7,9.399528,0.0
21794,4.2687422E10,0.0,1.02476636E11,5.9539836E7,4.814604E7,8.438926,0.0
23302,4.6032544E10,0.0,1.30640749E11,4.8933812E7,3.0662012E7,7.254252,0.0
24478,2.53260964E10,0.0,9.5195652E10,6.6047836E7,5.9013748E7,9.088057,0.0
26264,3.6627849E10,0.0,6.3841882E10,1.009422E8,7.3607744E7,9.888254,0.0
27474,2.77466911E10,0.0,9.3402079E10,7.302196E7,6.482958E7,10.377588,0.0
28851,3.08236759E10,0.0,6.8049531E10,7.1918248E7,2.3895214E7,8.097793,0.0
29818,2.55980257E10,5.6091014E8,1.52473977E11,1.9932892E7,3425362.2,6.4166536,0.11599374
30903,2.11338158E10,0.0,2.83463746E11,6.4133092E7,5.4303512E7,9.09521,0.0
32367,2.03856732E10,5.6513984E8,1.46152817E11,1.4735035E7,1496556.5,5.891516,0.26743457
33116,1.3611606E10,0.0,1.14643927E11,1.6335147E7,1951996.6,7.7352343,0.0
33641,1.39983104E10,0.0,1.32521591E11,1.0865242E7,965238.3,8.722791,0.0
34157,3.12757023E10,0.0,5.0142777E10,4.1310584E7,3.1759236E7,9.526835,0.0
35658,2.42159084E10,0.0,1.13315709E11,1.4516975E7,1493041.2,7.898739,0.0
36469,1.13326879E10,0.0,1.34315164E11,9105195.0,949700.5,7.769258,0.0
37177,2.29717852E10,0.0,7.8297194E10,1.085399E7,3083939.0,8.581339,0.0
37879,1.97066506E10,0.0,5.7423757E10,2.8034106E7,2.2159704E7,9.174948,0.0
38952,1.85034691E10,0.0,4.1911685E10,7.1482352E7,6.5924828E7,9.594772,0.0
40905,1.31293245E10,0.0,9.2122325E10,1.4578721E7,1609548.6,6.9448395,0.0
42234,2.12111053E10,1.80551232E9,2.44984119E11,1.4548729E7,5466799.5,6.477299,0.7066836
43262,2.19913277E10,0.0,3.798519E10,2.6051864E7,2.4791814E7,9.193968,0.0
44049,1.58633462E10,0.0,6.123391E10,0.0,0.0,8.554281,0.0
44842,1.57738271E10,0.0,7.993566E10,1.2798981E7,1231521.9,8.095734,0.0
47025,1.6252203E10,0.0,7.526264E10,1.432756E7,7672966.0,8.620976,0.0
48442,1.50534072E10,0.0,5.324519E10,2.677778E7,2.4635188E7,10.332836,0.0
50759,3.15643003E10,5.0829076E9,1.63022193E11,1.087286E7,1205329.9,7.770983,2.389063
52523,1.10150492E10,2.28838032E8,8.4821959E10,1.0893582E7,986189.1,6.7362328,0.1334417
54528,1.50246175E10,0.0,5.8994356E10,1.450215E7,4206629.0,8.049236,0.0
56544,1.05559634E10,0.0,3.8372995E10,1.091499E7,1270197.0,8.822393,0.0
56966,2.45134909E10,0.0,7.7337387E10,3.1379472E7,2.1199058E7,7.7259383,0.0
57962,1.55699651E10,0.0,3.8828659E10,2.7210428E7,5344849.0,6.96007,0.0
61600,1.22202071E10,0.0,5.1025027E10,1.2670846E7,1901489.6,7.7245617,0.0
64010,1.15495547E10,0.0,2.36268278E10,0.0,0.0,9.079327,0.0
65696,1.84287805E10,0.0,1.47752499E10,3.2717076E7,3.1613842E7,9.63408,0.0
68767,1.1333333E10,0.0,2.4702978E10,2.8057294E7,2.1864852E7,11.154745,0.0
70222,1.1424725E10,0.0,1.90022902E10,1.283976E7,3013894.5,7.2088876,0.0
122971,4.449663E10,0.0,6.5984483E10,7.973196E7,6.934496E7,9.069182,0.0
124304,4.9003225E10,4802287.5,6.6905518E10,1.56838384E8,1.54232176E8,9.7084055,0.0
127772,3.7754999E10,0.0,8.9368936E10,1.47976992E8,1.37476688E8,9.862646,0.0
130678,3.7581246E10,0.0,6.5897226E10,5.0822504E7,4.2524012E7,9.523243,0.0
131933,2.77426463E10,0.0,9.1443675E10,7.2658432E7,1.7297218E7,9.122899,0.0
132809,5.507215E10,3.5947305E9,1.11226415E12,5.6972204E7,2.9277238E7,7.0252843,1.2469146
135178,2.84744192E10,0.0,7.9169749E10,2.6362172E7,2.4275416E7,8.661936,0.0
136322,1.40351181E10,3.99374304E8,1.64350411E11,1.4630361E7,1587108.0,6.874699,0.24967183
137389,1.50279782E10,0.0,1.22962264E11,1.0883389E7,963302.25,7.1245174,0.0
138061,2.16753623E10,0.0,6.5305829E10,3.5634588E7,2.6841176E7,8.585876,0.0
138873,1.26746358E10,0.0,1.26151942E11,5427183.0,484530.84,6.7395606,0.0
139400,1.07252419E10,1.09452262E9,1.21575883E11,9072548.0,1260358.8,6.183292,0.5413767
140114,2.9288108E10,0.0,2.9511721E10,2.8960596E7,2.2361034E7,7.6045136,0.0
141442,1.21909821E10,0.0,7.9286084E10,1.4577593E7,9054572.0,8.409282,0.0
141999,1.62003313E10,2.85693888E8,9.0125148E10,1.2682383E7,3228861.2,6.5739317,0.18037185
142886,1.48259185E10,0.0,5.8897404E10,5.6656172E7,4.064374E7,9.961282,0.0
153309,1.04771523E10,4.08152896E8,3.03648829E10,9055989.0,1197308.6,5.818489,0.2766308
156798,5.0575307E10,0.0,1.90148952E11,5.7966236E7,4.8814688E7,6.752063,0.0
159350,2.72238899E10,1.1367968E7,1.03940596E11,3.1225638E7,1.7914016E7,7.806455,0.0
160527,2.1744257E10,1.6873612E7,7.8035419E10,2.4340612E7,1.8228754E7,7.29841,0.0
165250,4.4598723E10,1.49814288E8,8.4715315E10,1.17127208E8,1.08745456E8,8.989779,0.0
168530,2.36013015E10,4.1661012E7,1.47849445E11,6.6850988E7,5.9141676E7,9.073638,0.0
169859,1.28509133E10,0.0,6.4210293E10,1.3652298E7,5328167.0,7.054975,0.0
172898,1.10248817E10,1.87188237E9,1.18017794E11,5424805.5,535946.44,4.728484,1.1512977
178838,2.30644818E10,0.0,5.2333859E10,1.6511753E7,1.1805126E7,6.999698,0.0
180003,1.2345685E10,1.99286224E8,8.4676534E10,7346446.0,821071.7,7.634133,0.007667395
180676,1.95922862E10,1.40195888E8,4.7389385E10,2.1365758E7,1.1942717E7,7.505567,0.0
197364,2.26966946E11,2.66713196E12,2.06422944E13,7.9206221E8,3.57617472E8,8.233105,1.513487
210844,1.17110006E10,5.8248237E8,3.8683234E10,7241721.5,927617.4,5.2526402,0.4148362
213585,2.33760768E10,1.4313409E7,5.9837829E10,5.1234708E7,4.388796E7,8.32975,0.0
217859,1.21361603E10,0.0,3.8431166E10,1.0901723E7,1996776.0,8.879077,0.0
222320,1.34374769E10,7.1821037E8,9.3886833E10,7257906.5,743454.0,7.366855,0.35092425
222927,1.42514678E10,9.5779405E8,6.8786356E10,9052335.0,1356680.6,5.4584107,0.59687984
223470,1.51810273E10,1.32074888E8,9.9946234E10,9840608.0,5424871.5,6.9075384,0.07347243
234331,2.40503869E10,1.86600627E9,1.37805382E11,1.4522597E7,3648289.5,6.168177,0.6218271
241396,1.37905736E10,0.0,7.6183675E10,1.0847718E7,1091956.6,7.659422,0.0
244671,1.22829435E10,6.8890618E8,1.55586101E11,1.0965102E7,1569901.2,6.012677,0.36231396
246135,1.09606482E10,0.0,6.4569004E10,5423861.0,4136283.5,8.452505,0.0
246800,1.25035397E10,9.8038266E8,6.6721309E10,7276606.5,771446.9,6.3091803,0.51761025
247998,1.95735327E10,7.3578394E8,1.08254888E11,3.4952148E7,1.4909188E7,6.972156,0.39593455
576778,1.11697029E10,3.12701952E8,6.0497089E10,5474367.0,2232347.5,7.1378865,0.2157909
578842,1.53688596E10,4.51550496E8,8.3561603E10,9058176.0,2384132.0,6.189311,0.26831064
584356,3.7435281E10,9.5187187E8,1.79019039E11,5.6419768E7,4.5397788E7,7.840314,0.49826005
592033,1.37050767E10,1.07592392E8,9.1210998E10,9043891.0,2920862.8,7.255478,0.005133131
608838,2.73439027E10,6.2131686E8,4.3346555E10,1.4557872E7,2498092.2,6.7200103,0.43753296
611456,6.0559958E10,6.8339389E9,2.78441722E11,2.8492772E7,8568023.0,5.6970863,4.128483
615891,1.23655741E10,1.45270874E9,1.548008E11,1.0990115E7,1695298.8,6.0692024,0.62786037
629180,2.93978972E10,4.13732787E9,2.95039631E11,1.8277566E7,1.4301731E7,7.0643125,1.5136278
636523,1.1459582E10,9.893608E7,4.4364534E10,7353003.5,1754703.0,6.2721696,0.010672987
641392,4.5489209E10,7.701881E8,2.72954327E11,4.7925288E7,3.3099562E7,7.286967,0.37647152
653641,4.0980414E10,5.6002319E9,2.09926832E11,1.4768027E7,1.1110611E7,6.330991,2.3957157
962987,3.5101946E10,3.06511168E8,2.18739622E11,6.8937512E7,5.4973792E7,7.497742,0.015845533
965536,1.26024417E10,1.8763304E8,1.17154939E11,1.0874935E7,1070765.6,7.1777945,0.04095687
966292,1.89288428E10,0.0,3.23135898E10,2.4850906E7,1.690587E7,6.791384,0.0
970456,1.72415754E10,3.09079776E8,1.15855802E11,2.3658716E7,1.4407102E7,7.794657,0.11277779
981981,3.20074916E10,3.11365248E9,1.69498477E11,2.6716068E7,2.1305038E7,6.5156345,1.2824094
993698,1.36143626E10,4.581696E9,9.1123745E10,7237805.5,930608.3,5.0049376,2.4377534
1008743,3.7135217E10,6.5548913E9,5.12121438E11,3.4046216E7,1.9632958E7,6.355616,2.2752047
1012225,1.52559831E10,3.21251328E8,9.4633353E10,3697169.0,481272.0,6.7193236,0.2229222
1017877,1.5196075E10,0.0,9.2219277E10,5684069.0,2700912.5,6.4030333,0.0
1021936,1.54647091E10,1.94998374E9,5.5436272E10,7327198.5,780828.44,5.631943,1.006306
1022650,1.28271616E10,3.0445408E8,5.5319933E10,9122484.0,928456.0,5.870414,0.26628524
1028772,1.06490921E10,0.0,1.55314647E10,8384827.0,8398329.0,6.4393277,0.0
1032412,1.46926121E10,5.096632E8,1.39463229E11,1.2289955E7,5268872.0,6.8326807,0.2084897
1039437,1.18384835E10,7.1643059E8,1.02088835E11,9147072.0,2308348.8,5.907381,0.49774837
1049778,1.78305843E10,0.0,4.0699802E10,1.4058381E7,6458892.0,5.6477017,0.0
1053070,1.06634097E10,1.18651994E9,1.50748266E11,1.0872118E7,1140928.5,6.6256466,0.5337178
1355480,1.80013916E10,2.19160218E9,9.655296E10,5434029.5,3128344.0,7.1660175,1.3327048
1363926,1.58353654E10,3.89469408E8,5.7947292E10,1.1039318E7,2418241.8,6.06584,0.2608566
1375834,2.83943731E10,3.90387584E9,1.38435576E11,1.272149E7,4379540.5,5.5838423,1.6576531
1376784,1.53104855E10,6.0808064E8,1.28711426E11,7251738.0,997597.25,7.4162893,0.2485198
1383229,1.60642007E10,2.57621248E9,8.8409129E10,1.0883294E7,1753894.0,5.1199656,1.1299117
1385469,1.71321692E10,5.238592E7,5.1703681E10,2.8736924E7,2.1303526E7,9.530953,0.03351186
1390573,1.70280776E10,0.0,9.3692936E10,2.8087322E7,2.2532952E7,6.757763,0.0
1393940,2.90778808E10,1.12438152E8,1.260259E11,3.7113836E7,3.142263E7,7.6439133,0.031542417
1399923,1.54791946E10,5.0645371E9,2.34212934E11,1.8207018E7,6036475.5,5.2304926,0.78660154
1403093,2.70695731E10,1.53161165E9,1.33694677E11,9097525.0,4248644.5,6.583707,0.76659125
1406432,1.49158011E10,3.22494029E9,7.1976026E10,3.1701002E7,2.6623016E7,8.444134,1.2354121
1407376,1.36444129E10,2.14320909E9,1.80744749E11,9049358.0,960565.94,6.7571487,0.679151
1416533,2.35785503E10,1.07188346E9,6.3386214E10,3.5215408E7,2.7576276E7,7.153633,0.8098386
1419939,1.56386427E10,1.75118008E10,3.65280264E11,5424379.0,3039637.2,6.2849417,0.54110605
1422232,1.02004531E10,6.294825E8,1.0014013E11,5427859.0,541042.44,5.940611,0.313224
1427448,2.18803814E10,3.73520384E9,7.491362E10,1.0902027E7,4911392.0,5.6957703,1.8713797
1699531,1.48946186E10,1.93220176E8,8.2310947E10,9069345.0,5753511.0,6.1904125,0.15976268
1703010,2.36451922E10,8.1225789E9,3.31163402E11,2.2012854E7,3827349.8,5.175325,2.148156
1704972,1.52019354E10,3.19957325E9,5.1887882E10,9039888.0,1273362.6,4.1842785,2.082817
1718561,1.83535862E10,5.6998618E8,9.409042E10,1.6739791E7,8987225.0,4.532523,0.21945566
1732243,2.01953874E10,3.0126103E9,1.89053403E11,9093413.0,865059.56,6.1630845,1.336688
1734712,1.41607567E10,6.2099027E8,4.6991892E10,1.110448E7,6821722.5,5.927814,0.48144355
1738146,1.17840282E10,4498847.5,1.7887359E10,1.3065579E7,1.1071807E7,5.56069,0.0
1740037,1.41032079E10,7.738393E8,5.3196718E10,7275382.0,2791324.5,5.919636,0.6538424
1745906,5.9814879E10,3.27265536E9,3.81131653E11,5.3173516E7,3.4115076E7,6.680121,1.6427069
1749435,1.42758144E10,8.6273594E8,7.3187901E10,5423864.0,472705.53,6.7855606,0.5450503
1760771,1.30322637E10,5.5865587E8,7.5514716E10,1.096254E7,1218696.5,6.995652,0.30524942
1774857,1.01218109E10,4.62802528E8,6.2756033E10,5447484.0,476678.53,6.6307993,0.26171657
1776127,1.28545464E10,6.941385E8,8.9834299E10,1.4538039E7,1288817.6,7.2576265,0.40694726
1784464,1.20099533E10,2.54882976E8,1.05743868E11,7340490.0,4937550.0,5.8573065,0.11464945
1784921,1.0944425E10,8.9554253E8,1.15497083E11,1.2667024E7,1360689.4,5.2500844,0.42181194
2044166,1.04204585E10,2.82651059E9,1.48237255E11,7303504.5,654900.1,5.875137,0.56161255
2045967,1.12505098E10,6.28032E8,9.9238494E10,7246050.5,1024980.1,6.0409513,0.28990856
2047699,4.0915739E10,5.4183642E8,2.2412039E11,5.7158144E7,4.74068E7,8.223483,0.092978865
2062484,1.48748073E10,1.5843049E9,5.2052701E10,1.0902243E7,1694571.8,6.6001005,0.90229803
2065457,3.29712517E10,3.34652E8,8.7691698E10,5.7740948E7,8034206.5,7.037449,0.15381424
2075221,1.28315658E10,2.82363213E9,8.5112807E10,5446170.5,1483352.2,5.548131,0.9768839
2082099,1.69979771E10,9.306599E8,7.5117216E10,1.0656582E7,5550260.0,7.6430182,0.4725268
2112127,1.49248963E10,6.7677056E8,7.1646388E10,1.28193E7,3811922.0,4.8998575,0.5192764
2116222,1.75117763E10,5.949993E9,1.12346194E11,1.2751445E7,1223110.0,4.8511057,2.4185894
2120454,1.739554E10,8.7655578E9,1.45920131E11,7240625.5,935990.25,5.4130425,2.041695
2292113,2.16450744E10,7.1944182E9,1.5236735E11,1.6371355E7,3018769.0,4.689523,2.8887851
2293314,1.26647368E10,3.71595238E9,1.17833597E11,7361445.0,655596.8,5.4542074,1.474949
2297047,2.09849508E10,7.2643629E8,1.83507829E11,5.1746292E7,5.0238444E7,9.870191,0.06268777
2304937,1.94042511E10,2.2603305E9,1.13053934E11,7248783.5,2805682.0,6.6030087,0.95794976
2318347,1.63109007E10,4.11509965E9,1.69624535E11,1.5378868E7,1.0410777E7,6.5605593,1.6213734
2327517,1.55510395E10,1.8502592E9,1.36942518E11,5432344.5,1285858.0,6.5602813,1.0245404
2331971,1.58420296E10,4.03813811E9,2.43830415E10,7231846.0,1170507.9,4.778732,2.8671043
2334226,1.04294717E10,4.6746209E9,1.35992402E11,7248069.0,951004.56,4.7971153,1.6105047
2335941,1.37681285E10,7.7473574E8,1.35662789E11,9286616.0,1126269.6,7.446821,0.53551555
2339507,1.10882417E10,7.7252685E9,1.16631405E11,3619883.5,2348795.0,6.6948776,1.1774806
2340104,1.04029338E10,4.12984806E9,6.8737876E10,7236953.0,1587648.0,4.461807,1.2291251
2355102,1.41445837E10,5.2113997E9,9.8278687E10,9092447.0,5361538.5,7.063427,1.8283715
2363904,2.95099085E10,5.4457452E9,1.37233383E11,3.2097462E7,1.9244002E7,5.5632977,2.1962008
2389393,4.8050815E10,1.38508882E10,4.89658024E11,2.8983248E7,5830507.5,6.4139147,4.245404
2393675,1.13167043E10,1.26174272E9,5.9091304E10,9101467.0,2428833.8,5.82105,0.49911427
2412731,1.14839747E10,6.9923681E9,1.51998939E11,1.0909899E7,1065787.2,5.102058,1.5667552
2421203,1.87868713E10,5.9097933E9,9.481755E10,1.090072E7,2822697.2,6.2980027,1.6184362
2424089,1.2877355E10,5.9212442E9,1.45687462E11,9061205.0,927776.25,5.849445,1.5149506
2425267,2.29981184E10,2.6652759E9,1.4096597E11,5448134.0,1496593.4,6.4697113,1.0807332
2430739,1.74468547E10,3.23546464E8,3.2358187E11,2.4846136E7,1.5955409E7,7.170021,0.0015806751
2436608,1.37319086E10,5.304736E8,6.1156352E10,2.0644146E7,1.3453499E7,5.7015214,0.09221
2442015,1.48882483E10,9.7176863E9,2.17566527E11,1.4519697E7,1762841.1,5.040954,1.7485638
2446634,1.80625674E10,8.1678305E9,8.8331567E10,5446656.0,775076.4,5.248043,2.3638368
2456279,1.11681843E10,5.5220393E9,1.54199704E11,9097170.0,1110280.9,4.5779743,1.5898682
2458050,1.14675425E10,2.03806976E9,1.75228256E11,9306250.0,788098.8,6.617428,0.6360493
2460841,1.01261978E10,1.98770035E9,4.1960157E10,7385234.5,2850147.5,6.3023443,0.8859113
2486315,1.30255442E10,6.706452E9,1.59997346E11,9058248.0,1066126.5,5.1240544,2.1258285
2490438,1.4371796E10,3.09244237E9,1.33840126E11,1.093141E7,6649482.0,5.710067,0.9230899
2491995,4.0245576E10,9.1954739E9,2.50791461E11,2.6966236E7,2.0076306E7,6.6295614,2.8545883
2506302,1.12230011E10,4.27428659E9,1.53239896E11,3.4012736E7,3.1765482E7,9.100132,0.43026152
2513876,1.8543362E10,2.6404224E9,1.29157399E11,2.282632E7,1.8364838E7,7.0652637,0.3847817
2531700,1.06346691E10,6.7591276E9,3.74160916E11,9090850.0,1722966.0,6.969525,0.8734609
2533443,1.18606684E10,7.1508987E9,1.6015247E11,8810626.0,6057109.5,5.5403695,1.4832531
2536262,1.51465533E10,2.84848384E9,3.18288384E10,5427562.5,2543625.0,4.116825,2.5587773
2559053,1.41468068E10,1.36069786E9,2.10237063E11,3.2878504E7,1.6480008E7,8.267471,0.12403585
2564494,2.00710513E10,2.61077965E9,1.51136076E11,7309672.5,730920.75,6.994829,0.86240304
2566863,1.38023127E10,8.3891983E9,2.19650949E11,9107080.0,2237801.5,5.2190876,1.7755455
2570871,1.79585638E10,2.87777792E9,2.18477855E11,1.9362366E7,8650969.0,7.233198,0.9478424
2596042,1.04606822E10,3.88003712E9,5.0326987E10,9068672.0,1554796.8,5.1794086,1.2578788
2599936,1.06530212E10,2.8843904E9,6.198043E10,9082623.0,1303095.5,5.844821,1.1798047
2603883,1.79954831E10,4.5431168E9,1.08497256E11,5423858.5,517716.16,6.102523,2.2961783
2618225,4.4299907E10,1.06495517E11,2.60516584E12,9.524108E7,5.6462772E7,7.2775087,1.1794356
2631022,2.05510369E10,0.0,2.55561421E10,3.9383252E7,3.1952976E7,9.904454,0.0
2631558,1.62583388E10,0.0,4.5935129E10,2.0435994E7,9396451.0,9.23786,0.0
2632003,1.05509786E10,0.0,8.2533925E10,9076502.0,1341153.0,7.9204497,0.0
2632460,1.53484503E10,0.0,8.8622416E10,1.0877267E7,3329523.2,7.097591,0.0
2635686,1.15452969E10,0.0,1.33413536E11,1.0868217E7,1512165.9,7.3554626,0.0
2637010,1.28189164E10,4.30074048E8,9.5641633E10,7269256.0,3670067.0,6.3178897,0.22582076
2638164,1.23411866E10,0.0,4.8785474E10,1.5430831E7,1.3076125E7,9.136731,0.0
2641811,1.02491679E10,0.0,2.90366628E10,1.9970262E7,5451152.5,7.73001,0.0
2642937,1.36463913E10,0.0,9.5709495E10,1.4493864E7,1572254.2,7.9132175,0.0
2645762,1.04658893E10,1.63882016E8,8.6441034E10,7233573.0,903014.4,7.541619,0.08486532
2648882,1.69773015E10,0.0,2.1765378E10,1953343.8,147557.92,8.754333,0.0
2653575,1.12975903E10,0.0,4.0796754E10,1.7071446E7,8690581.0,8.9306135,0.0
2658206,1.0381271E10,0.0,2.16102584E10,3615936.5,962952.3,8.7450695,0.0
2659780,1.33232916E10,0.0,2.12418458E10,0.0,0.0,8.140451,0.0
2663001,1.07225477E10,0.0,1.45522647E10,0.0,0.0,8.775336,0.0
2721237,6.2172418E10,0.0,7.1927546E10,3.4492216E7,4281049.0,8.65702,0.0
2727612,4.3386073E10,0.0,6.1447205E10,4.5667776E7,3.8027472E7,6.9258547,0.0
2748528,1.78097398E10,3.22755456E9,1.29632461E11,2.3570546E7,8277470.5,5.965915,1.3108214
2754914,1.12685128E10,1.1662676E10,3.07226345E11,7246890.5,823235.25,5.60673,1.5892686
2760302,1.0504789E10,7.0639293E9,1.5339502E11,7292941.5,4968510.0,5.7563667,1.2346693
2769527,1.29293373E10,1.88599616E9,2.86760075E11,1.630593E7,6227775.0,6.519995,0.50433457
2780929,1.2234281E10,3.10280474E9,7.453551E10,1.1041274E7,1866217.4,4.5997787,2.252004
2804983,1.0728449E10,1.04773898E10,3.40296139E11,1.283705E7,1971586.5,4.748329,1.444756
2823428,1.13690993E10,5.9169787E9,1.86901086E11,1.0955764E7,1545479.9,5.629231,1.2014586
2838436,2.36767171E10,9.6732549E9,1.51756554E11,1.0863037E7,1135450.5,4.4081793,2.9327664
2875468,1.50914857E10,4.22466867E9,1.04522293E11,9060018.0,920577.0,5.81136,1.9316691
2879922,1.06530632E10,1.36003302E9,1.47451953E11,9225458.0,4327762.5,7.6893578,0.24293731
2885114,1.10020311E10,1.57310208E10,1.8996473E11,1.2757051E7,1723550.1,6.9824433,1.0707275
2914906,1.13949604E10,4.6474592E10,9.0371405E11,1.4646992E7,1443026.8,4.758041,2.2787094
2939345,1.62811054E10,9.7106944E9,3.17919953E11,1.2672157E7,1509390.4,6.298727,1.194107
2948351,1.0092117E10,5.032661E9,6.8757258E10,7277090.5,956958.7,5.1616454,1.5670924
2958110,1.07058493E10,1.23952056E10,3.00051988E11,7571930.0,631738.06,5.452017,0.9578984
2965595,1.86468864E10,4.24333536E8,2.87748977E10,3.0720222E7,2.4733174E7,7.5980988,0.0
2979099,1.08102472E10,1.13649838E10,1.74142423E11,1.0974406E7,1015589.4,4.8337564,1.305275
3274716,5.4352695E10,0.0,3.8974083E10,1.37759456E8,1.36857056E8,9.233743,0.0
3397223,1.01741292E10,2.49913072E8,1.28604783E11,7231830.0,872596.6,6.047161,0.21151996
3431983,3.25618627E10,0.0,6.0051112E10,2.7552296E7,1.962245E7,7.388228,0.0
3433382,3.24639314E10,0.0,7.1753032E10,4.1167064E7,3.207505E7,7.9592524,0.0
3434292,2.28900495E10,0.0,5.8432045E10,5.3862492E7,5.0010244E7,9.303396,0.0
3435558,1.46509711E10,0.0,6.5965101E10,5424795.0,1377683.2,8.495101,0.0
3436085,1.31263816E10,0.0,1.18929138E11,9073066.0,2710854.5,5.6001744,0.0
3436884,4.2354332E10,0.0,3.7422879E10,2.55495904E8,2.5275888E8,9.524214,0.0
3456596,4.1763467E10,0.0,1.18376514E11,3.6300432E7,1.0640083E7,7.1649327,0.0
3458705,1.21924731E10,1.43334899E9,1.3348139E11,7326658.0,628212.94,6.135882,0.3522801
3461245,2.18834924E10,0.0,5.4282559E10,7.3008504E7,6.7285328E7,10.070571,0.0
3463998,1.36552776E10,0.0,8.2117042E10,1.2711153E7,2329269.5,6.4763784,0.0
3467012,1.79437814E10,0.0,2.4063105E10,2.7479618E7,2.6458598E7,8.542899,0.0
3467929,1.81953597E10,0.0,3.7025378E10,9109404.0,1113804.4,7.5245376,0.0
3469438,1.03274127E10,0.0,3.8828659E10,9154028.0,849121.06,8.127968,0.0
3473902,1.59048131E10,0.0,2.95698903E10,1.2988549E7,7214251.5,7.5538445,0.0
3477851,1.47401964E10,0.0,2.25022013E10,0.0,0.0,8.389844,0.0
3480007,1.43597855E10,0.0,1.01410191E10,2.6031434E7,1.5065585E7,7.6991544,0.0
3518865,4.2680193E10,0.0,9.517627E10,1.00740576E8,8.3302536E7,9.70705,0.0
3521602,4.0597783E10,0.0,7.2664375E10,6.4481228E7,4.8506996E7,9.093203,0.0
3523446,3.7785092E10,0.0,9.9093062E10,6.4089888E7,4.7352516E7,8.797554,0.0
3524790,2.33638973E10,0.0,1.38833068E11,1.6419784E7,1617602.2,7.4259424,0.0
3525686,2.73462702E10,0.0,6.2678475E10,3.2272668E7,2.5388214E7,8.730744,0.0
3527041,2.44045046E10,0.0,8.7100293E10,1.9370498E7,1.3677026E7,8.463934,0.0
3528200,1.54139013E10,0.0,5.8189668E10,1.6380022E7,2744170.8,7.9914436,0.0
3528962,2.44115333E10,0.0,8.0594919E10,1.605199E7,1.1988654E7,8.941731,0.0
3530371,1.65669478E10,0.0,5.3545742E10,1.6361645E7,4013042.0,8.301664,0.0
3531105,2.39439749E10,0.0,4.0273224E10,3.9313912E7,1.7592888E7,8.6204195,0.0
3531688,1.69120932E10,0.0,4.0040542E10,0.0,0.0,8.986527,0.0
3533021,1.44576881E10,0.0,5.5775601E10,6.6544324E7,5.738096E7,11.290268,0.0
3535998,1.41147699E10,0.0,6.8165874E10,0.0,0.0,8.763843,0.0
3537188,1.30734797E10,0.0,8.1234788E10,9039990.0,1151255.1,7.1444955,0.0
3537758,1.62763786E10,0.0,2.54882775E10,0.0,0.0,8.410105,0.0
3538779,1.08992471E10,0.0,8.0119865E10,9128732.0,1046086.56,6.953082,0.0
3539991,1.3679746E10,0.0,3.4756743E10,1.1380212E7,1.0777588E7,8.739834,0.0
3540463,1.19584461E10,0.0,8.1244488E9,0.0,0.0,10.730921,0.0
3543223,1.3048874E10,0.0,3.8993474E10,1.4600541E7,3123385.8,8.331035,0.0
3544703,1.09107968E10,0.0,2.68552786E10,9068589.0,1920335.9,8.936288,0.0
3545253,1.09641503E10,0.0,5.2721664E10,1.8140788E7,1789658.0,7.621504,0.0
3550458,1.32431032E10,0.0,1.68305992E10,1.4499874E7,1464191.0,8.354134,0.0
3868860,2.68703089E10,0.0,5.8170278E8,1.6467672E8,1.49915056E8,7.92186,0.0
4209798,1.582319E10,4.323864E8,2.12418458E10,6323370.0,2936639.8,4.6839676,0.22604297
4456330,3.9726055E10,1.13406566E9,1.64437672E11,5.4598712E7,3.8283924E7,7.5173545,0.59252846
4458733,3.28956826E10,0.0,1.25541155E11,7.7918024E7,5.793454E7,8.004941,0.0
4461432,9.6786031E10,2.6140078E7,2.27445768E11,1.75009552E8,1.4628848E8,7.3381667,0.0
4469364,3.20982118E10,2.390654E7,2.09054286E11,3.2766994E7,1.8771338E7,6.779326,0.0
4470670,2.77435843E10,9.4099936E8,1.90691869E11,2.1835226E7,4293194.5,5.6837277,0.47499067
4471814,3.39123282E10,0.0,9.9917144E10,1.9995296E8,1.78569904E8,8.5947275,0.0
4475268,1.53325384E10,4.5135652E9,1.29564598E11,5508812.0,859082.8,6.0049696,1.5757759
4475900,2.48052408E10,0.0,6.9484397E10,1.4629307E7,9242492.0,6.9767632,0.0
4476933,2.58476442E10,0.0,1.38251354E11,5.5516696E7,5541303.5,7.192505,0.0
4477698,2.17187E10,6.03104E8,1.6042392E11,9084724.0,1046777.2,6.252172,0.5070661
4479791,1.12032727E10,3.51877472E8,7.7036839E10,7248893.0,928250.56,6.061828,0.2880168
4480429,1.63504435E10,0.0,6.2193721E10,1.8097648E7,3586331.5,7.4337945,0.0
4481515,1.13892792E10,0.0,5.9963859E10,1807961.4,222720.48,8.172015,0.0
4481851,1.73160079E10,0.0,3.8528115E10,1.4492527E7,1783566.0,7.873847,0.0
4513779,4.2941018E10,0.0,6.8999643E10,2.36199984E8,2.11759136E8,9.765454,0.0
4518274,2.65816863E10,0.0,7.0521766E10,2.5497198E7,4436705.0,7.568884,0.0
